ClusterNo,raw_doc
72,"시원한 느낌 , 광고 가 좋 아서."
72,광고 를 많이 해서.
72,광고 가 인상 적 이고 맛있어 서.
72,광고 에 자주 나와 서.
72,광고.
72,최초 광고 시작할 때 부터 광고 가 좋 았 고 ( 천연 암 반수 광고 였 던 듯 ) 또 최근 에도 스포츠 스타 가 나온 광고 라서 기억 에 많이 남 음 맥주 간 맛 은 거의 비슷하지 만 광고 마케팅 면 에서 하이트 에 끌리는 듯.
72,광고 가 시원해서.
72,광고 가 인상 적 이다.
72,시원하고 광고 도 젊고 좋 다.
72,광고 를 많이 해서.
72,원빈 이 광고 해서 요.
72,맛 도 좋 지만 광고 가 좋 았 다.
72,깔끔한 맛 광고.
72,광고 를 자주 봐 서.
73,적당한 거품 과 탄산 이 좋 다.
73,탄산 의 시원함.
73,탄산 넘김 이 좋 아서.
73,맥주 의 탄산 이 적 음.
73,탄산 이 적고 부드러워 서.
73,탄산 이 강렬해서.
73,목 넘김 이 부드럽 고 탄산 이 적 음 하이트 를 원래 좋아했 었 는데 하이트 는 탄산 이 너무 강함 그래서 탄산 이 적당한 카스 로 바꿈.
73,탄산 이 많다.
73,탄산 이 많지 않다.
73,탄산 이 적고 거품 이 부드럽 다.
73,탄산 이 세고 맛 이 깔끔함.
73,적절한 탄산.
73,탄산 이 세지 않다.
73,카스 보다 탄산 이 많아 서 약간 쓴맛 은 있지 만 그 탄산 때문 에 더 맛있어 서 탄산 이 제일 많은 하이트 를 자주 마십니 다.
73,탄산 이 톡 쏘는 느낌 이 좋 다.
73,탄산 맛 이 좋 고 맛있다 상쾌한 느낌 이 든 다 오래 놔둬 도 탄산 이 있 음.
73,시원하고 탄산 이 나 랑 맞다.
73,탄산 맛 이 좋 다.
73,탄산 이 세서.
73,탄산 이 없어 서.
73,탄산 이 많고 맛 이 진하다.
73,탄산 이 잘 살 아 있 다.
73,맛 이 진하고 탄산 을 별로 안 좋아하는 데 탄산 이 강하지 않아 서.
73,탄산 맛 이 깔끔해서.
73,탄산 맛 이 좋 다.
73,탄산 맛 이 적고 넘김 이 부드러워 서 좋아한 다.
73,탄산 이 적절하다.
73,부드럽 고 적당한 탄산 의 느낌.
73,맛 과 탄산.
73,맛 이 풍부하고 향 이 좋 다 또한 탄산 이 적당하다.
73,청량함 탄산.
73,탄산 이 많아 서 시원하다.
73,적당한 탄산 과 맥주 맛 이 진해서 좋 아요.
73,탄산 이 시원함.
74,맛 이 산 뜻해서.
74,부드럽 고 산 뜻한 느낌.
74,산 뜻하고 맛있다.
74,"깔끔한 목 넘김 , 산 뜻한 뒷맛."
74,산 뜻한 맛.
74,산 뜻함.
74,맛 이 산 뜻해서.
74,산 뜻한 느낌.
74,산 뜻한 맛.
74,산 뜻하고 시원함.
74,산 뜻해서.
74,"처음 마신 맥주 , 시원하고 깔끔하다 , 김연아."
74,맛있어 산 뜻해.
74,맛 이 산 뜻하고 깔끔하다.
74,산 뜻해서.
74,맛 이 산 뜻하다.
74,산 뜻한 맛.
74,산 뜻하다.
74,산 뜻한 맛.
74,깔끔함 산 뜻함 김연아.
74,시원함 과 산 뜻함.
74,산 뜻하다.
74,맛 이 시원하고 산 뜻해서.
75,병 도 너무 이쁘 고 맛있다.
75,맛일 깔 끔 병 두 이쁨.
75,맥주 맛 이 좋 아서 디자인 도 이쁘 다.
75,병 이 이뻐 서.
75,디자인 이 이쁘 다.
75,이뻐 서.
75,맛있고 병 이 이뻐 서.
75,맥주 맛 이 좋 아서 병 이 이뻐 서.
75,글 자체 가 이뻐 서.
75,디자인 이 이쁨.
75,병 모양 이 이쁘 다 색깔 이 이쁘 다 무슨 술 먹지 할 때 선택하기 에 비교 적 편하다.
75,맛 이 좋 고 병 이 이쁘 다.
75,맥주 가 맛있다 로고 가 특이하고 이쁨.
75,병 모양 도 이쁘 고 맛 이 좋 아서.
75,로고 가 이뻐 서.
75,이뻐 서요.
75,색 이 이쁘 고 맛 이 좋 아서.
75,젊은 모델 이 이뻐 서.
75,상표 가 이뻐 서.
75,"맛 의 진함 , 깔끔함 디자인 이쁨."
75,이뻐 서.
75,이름 도 이쁘 고 캔 도 깔끔하고 맛있다.
75,"캔 , 병 이뻐 서."
75,초록색 이쁘 다.
75,맛 이 좋 고 색감 도 이쁘 다.
75,디자인 이 이뻐 서.
75,이뻐 서.
75,병 이 이뻐 서.
75,색감 이 이쁘 다.
75,디자인 이 이쁘 다.
76,"가장 많이 마셔 서 익숙하고 , 맥주 맛 은 딱히 모르 겠 다."
76,맛 도 좋 고 많이 마실 수 있 음.
76,광고 에서 많이 접했 기 때문 이고 마셨 을 때 에 가장 입맛 에 맞고 깔끔하다 는 느낌 을 가장 많이 받은 맥주 이다 맛있다.
76,"많이 마셔 봤 고 , 시원해서."
76,가장 많이 먹고 익숙하 므로.
76,"주위 사람 이 가장 많이 마시기 때문 이 가장 큰 이유 이고 , 맛 도 좋 고 광고 효과 가 좋 은 것 같 습니다."
76,가장 많이 마셔 서 적응 됨.
76,생맥주 로 많이 먹음.
76,생맥주 로 하이트 를 많이 마셨 습니다.
76,가장 많이 마시는 맥주.
76,가장 많이 마시 고 맛 이 좋 음.
76,대중 적 으로 많이 마시는 맥주 여서.
76,마실 때 맛 이 가장 좋 다.
76,"가장 많이 먹고 , 맛 이 깔끔하고 , 광고 도 기억 에 많이 남고 좋 다."
76,일단 가장 많이 마셔 보았 고 자주 마신 다 내 입 에 가장 잘 맞는 것 같다.
76,가장 많이 마시는 브랜드 이다.
76,가장 많이 마셔 봐 서 그나마 친근하다.
76,예전 부터 마셔 오 던 맥주 이고 가장 맛 이 좋 다.
76,가장 많이 마셔 본 거 라서 익숙하고 나 에게 가장 잘 맞는 맥주 같아 서.
76,가장 많이 먹어 서.
76,맛 이 가장 깔끔하고 좋 다.
76,가장 많이 먹어 왔 고 시원하기 때문 에.
76,가장 대중 적 이라 많이 접 해보았 다 톡 쏘는 탄산 맛 이 좋 아서 자주 마시 고 있다.
76,가장 많이 먹어 서.
76,보편 적 으로 가장 많이 접하고 마실 수 있어 서.
76,맥주 가 가장 맛있다.
76,가장 많이 접하기 때문.
76,"가장 많이 먹었 던 맥주 이고 , 현재 까지도 가장 애용 하고 있 음 , 가장 무난 함."
76,젊은 사람 들 이 가장 많이 마시는 맥주 브랜드 처럼 정형 화 되어 있어 서 나도 마신 다.
76,맥주 의 끝 맛 이 좋 고 시원함 을 가장 많이 느끼 게 해줌.
76,"가장 많이 마시 고 , 다른 맥주 들 보다 더 톡 쏜다."
76,"제일 많이 가까이 서 접하고 , 맥주 중 에 가장 많이 마셔 서 친근하다."
76,"학창시절 부터 가장 많이 마셔 왔 고 청량 한 맛 이 내 가 가장 좋아하는 맛 이다 텁텁 한 맛 이 전혀 없어 서 좋 다 부담 없이 오래 , 많이 마실 수 있다."
76,가장 많이 마셔 서.
76,맥주 를 마실 때 가장 부드러운 느낌 이 있었 음.
77,맥주 가 목 으로 넘어갈 때 의 그 시원한 느낌 이 좋 다.
77,넘어갈 때 부드럽 게 넘어가고 알코올 의 향 이 역 하지 않다.
77,"향 이 좋 다 , 부드럽 게 잘 마셔 진 다."
77,부드럽 고 맛 이 좋 다 잘 넘어간 다.
77,맛 이 달콤하다.
77,부드럽 다 잘 넘어간 다.
77,맛 이 부드러워 서 잘 넘어간 다.
77,깔끔하게 넘어간 다.
77,달콤.
77,목 으로 넘어갈 때 의 느낌.
77,맛 이 좋 다 다른 맥주 보다 깔끔하고 잘 넘어간 다.
77,맛 이 부드럽 고 잘 넘어갑 니다.
77,제일 부드럽 게 잘 넘어간 다.
77,마셨 을 때 맛있고 잘 넘어간 다.
77,"맛 이 다른 맥주 와 달리 맛있고 , 목 에 잘 넘어가는 느낌 이 좋 다."
77,넘어가는 느낌 이 깔끔해서.
77,다른 맥주 도 많이 마셔 봤 지만 맛 이 거부 감 없이 잘 넘어가서.
77,목 에 넘어갈 때 시원한 느낌.
77,"목 넘김 이 아주 부드럽 습니다 국산 맥주 와 비교하였 을 때 , 부드럽 게 잘 넘어갑 니다."
77,부드럽 게 넘어가는 맛 이 좋 다.
77,부드럽 고 잘 넘어가서.
77,깔끔하 면서도 달콤한 맛.
77,부드럽 고 잘 넘어가서.
77,맛 이 순하고 잘 넘어간 다.
77,탄산 이 부드럽 게 넘어가서 목 에 자극 이 덜 하 다.
77,맛 이 달콤해서.
77,목 에 넘어가면 기분 이 쒜 해지 는 게 좋 다.
77,달콤한 맛 이 좋 다.
77,독하지 않고 맛있 습니다 잘 넘어감.
77,달콤하고 맛 이 있기 때문.
77,뭔가 잘 넘어감.
77,부드럽 게 넘어가고 순해서 좋아합 니다 ~.
77,달콤한 맛.
77,맛 이 달콤하다.
77,소맥 맛 이 난 다 부드럽 다 잘 넘어간 다.
77,부드럽 게 넘어감.
77,상품 보다는 먹 을 때 부드럽 게 넘어가는 것 이 좋 음.
77,개인 적 으로 톡 쏘 면서도 시원하고 구수 한 맛 이 좋 다 그리고 목 넘김 이 생각 보다 타 맥주 에 비해서 부드럽 게 잘 넘어간 다.
77,맛 이 부드럽 고 잘 넘어감.
77,개인 적막 ? 맛 이 맥주 중 에 좋 으며 잘 넘어간 다.
77,달콤해서.
77,부드러운 맛 과 보리 특유 의 맛 이 안 나고 잘 넘어가서.
77,카스 의 시원한 맛 과 목 을 넘어가는 느낌 이 좋 음.
77,넘어가는 게 깔끔함.
77,맥주 가 달콤함.
77,술 이 목 에 넘어갈 때 느껴지는 따 가 움 같은 것 이 별로 없었 고 부드럽 게 잘 넘어가서 마시기 에 너무 좋 았 습니다 시원하게 해서 먹으 니깐 끝내 줘 요 ~.
77,달콤한 맛 이 좋 다.
77,맛 이 달콤해서 잘 넘어간 다.
77,달콤한 맛 이 좋 습니다.
78,달달 함.
78,달달 함.
78,달달 해서 먹기 에 좋 다.
78,맛 이 달달 해서.
78,맛 이 깔끔하고 달달 한 느낌.
78,달달 하다.
78,보리 맛 이 좋 아서.
78,달달 한 맛.
78,달달 함 과 톡 쏘는 맛.
78,달달 하고 맛있어 서.
78,달달 해서.
78,달달 하고 맛있어 서.
78,부드럽 고 달달 한 느낌 때문.
78,달달 해서.
78,진한 보리 의 맛.
78,보리 맛 이 좋 아서.
78,KGB 의 달달 한 맛 을 좋아해서.
78,달달 해서.
78,보리 맛 이 진해서.
78,다른 맥주 보다 청량감 도 좋 은 것 같고 보리 맥주 의 부드럽 고 깊은 향 ( 달달 한 것 도 ) 이 좋 다.
78,달달 해서.
78,보리 맛 이 깔끔하다.
78,보리 맛 이 느껴져 서.
78,보리 맛.
78,달달 한 맛 이 일품 !.
78,약간 의 달달 한 맛 이 나면 서 맥주 특유 의 구수 한 듯 한 보리 맛 이 좋 습니다.
78,맛 이 달달 하여 서.
78,보리 맛 이 달달.
78,부드러움 / 보리.
78,맥주 가 맛있 음 무언가 달달 하기 도 하고 고소한 맛.
79,그냥 즐겨 먹는 다.
79,그냥 자주 먹어 서.
79,먹던 거 라서.
79,깔끔해서 요 처음 먹어 보고 는 그냥 거의 쭉 먹어 요.
79,그냥 자주 먹던 거.
79,그냥 먹음.
79,항상 먹던 거 라서.
79,그냥 제일 무난 하고 많이 먹는 맥주.
79,그냥 주로 먹는 거.
79,맨 처음 맥주 마실 때 먹어 본 거 라 그것 만 먹게 된 다.
79,그냥 매번 먹는 거 라서.
79,그냥 익숙해서.
79,그냥 자주 먹는 다.
79,오래전 부터 먹어 오 던 거 라.
79,그냥 먹어 서.
79,그냥 깔끔해 보 여서.
79,먹던 거 라서.
79,그냥 먹다 보니.
79,그냥 익숙해서.
79,그냥 먹던 거 라서.
79,카스 가 그냥 맛 이 좋 아요.
79,그냥 자주 먹어 서.
79,그냥 주로 골라 먹는 거 라서.
79,먹던 거 라서.
79,그냥 예전 부터 먹던 거 라서 부모님 과 함께.
79,그냥 오래전 부터 먹던 술 이다.
79,마시는 맛 이 좋 아서 그냥 맥주 만 먹어 도 맛있고 소맥 으로 해서 먹어 도 맛있는 맛.
79,맥주 맛 이 그냥 깔끔하고 부드럽 다.
79,그냥 예전 부터 먹던 맛 이 익숙해서.
79,습관 적 으로 먹는 거 라서.
79,그냥 오래되 고 매일 먹던 거 라.
79,그냥 맛있어 서 좋 습니다.
79,늘 먹던 거 라.
79,그냥 제일 많이 먹어 봐 서.
79,항상 먹던 거 라서 편하다.
79,먹기 좋 음.
79,늘 먹어 왔 던 거 라.
79,자주 먹는 거 라서.
79,늘 즐겨 먹던 거 라서 그냥 흔하게 먹음.
79,매일 먹는 거 라서.
79,그냥 자주 사 먹는 다.
79,익숙하고 늘 먹던 거 라서.
79,카스 레몬 은 그냥 먹으 면 그냥 그런데 소주 와 타서 소맥 해서 먹 을 때 맛있다.
79,그냥 대중 적 이어서.
80,색감 이 좋 고 광고 자체 가 산 뜻해서 기억 에 남 음.
80,심플 하면 서도 기억 에 잘 남는 다.
80,산토리 생맥주 를 먹은 적 이 있는 데 맛있어 서 기억 에 남고 좋아합 니다.
80,평소 에 광고 에서 자주 본 상표 라 기억 에 남아 있 기 때문 에.
80,먹어 본 적 이 있어 서 가장 기억 에 남 음.
80,깔끔하고 기억하기 쉬움.
80,거품 의 맛 이 기억 에 남 아서요 ~.
80,가장 자주 마시는 맥주 라서 친근하고 광고 가 기억 에 남는 다.
80,젤 기억 에 남고 맛있는 것 같아 서.
80,맛 이 부드럽 고 목 넘김 이 좋 은 기억 이 상표 에 대한 좋 은 기억 으로 남아 서 여행지 에서 처음 알 게 된 상표 여서 기억 에 오래 남아 있다.
80,부드럽 고 생맥주 느낌 이 남.
80,광고 가 기억 에 남으 며 맥주 맛 이 좋 은 것 같 습니다.
80,좋아한 다기 보단 그냥 본 적 이 있고 기억 에 남아 있 어서.
80,해외 에서 코로나 를 먹어 보았 는데 그 맛 이 강렬하게 기억 에 남아 서.
80,기억하기 가 쉽 다.
80,광고 가 좋 아서 기억 에 남는 다.
80,젊음 의 콘셉트 때문 에 기억 이 남 음.
80,"카스 광고 도 기억 에 남는 것 이 많고 , 왠지 대중 적 인 느낌 이다 맛 도 좋 음."
80,맛있고 색도 좋 고 광고 가 기억 에 남아 서.
80,최근 마신 맥주 중 에 가장 맛 에서 가장 기억 에 남는 다.
80,기억하기 쉽 다.
80,맛 이 좋 은 맥주 로 기억되 기 때문.
80,잡다 하 지만 뭔가 중국 스럽 고 맛있어 서 기억 에 남는 다.
80,기억하기 쉽 다.
80,기억 에 남아 서.
80,저음 으로 마셔 본 맥주 이기 때문 에 가장 기억 에 남는 술 같다.
80,생맥주 가 맛있어 요 맥주 가 맛있다 고 느낀 첫 맥주 여서 기억 에 많이 남아 요.
81,"최근 에 카스 와 같이 먹어 봤 었 는데 , 의외로 맛있었 음 카스 보다 더 카스 보다 부드러 우 면서 맛있다 고 해야 하나 ? 예전 엔 카스 가 최고 였 는데."
81,카스 브랜드 를 좋아하기 보다는 카스 맥주 맛 을 좋아함.
81,카스 가 대표 적 이니까.
81,카스 보다 맛있어 서.
81,깔끔한 맛 에 카스 만의 시원함 이 좋 아요.
81,카스 술 을 좋아하기 때문 에.
81,입맛 에 맞다 보니 맥주 하면 카스 가 떠오르 고 그래서 카스 상표 도 좋 은 것 같 습니다.
81,"대표 적 으로 카스 를 많이 들 먹고 , 카스 에만 느껴지는 맛 이 좋 다."
81,카스 맥주 맛 이 다른 브랜드 보다 깔끔해서 카스 상표 를 좋아함.
81,카스 브랜드 를 원래 좋아한 다 줄곧 카스 만 선호했 다.
81,회식 할 때 카스 만 마셔 서 카스 가 입맛 에 맞고 익숙해져 버렸 다.
81,"맥주 맛 이 좋 다 그 전 에는 카스 를 마셨 는데 , 톡 쏘는 맛 이 카스 보다는 약간 만 덜 하 면서도 부드럽 다."
81,맛있는 맥주 라서 카스 를 먹게 된 다.
81,맥주 의 맛 도 좋 고 카스 브랜드 가 좋 다.
81,칼로리 가 적어 보여 좋 다 맛 도 좋 다 카스 와 카스 라이트 가 있다 면 카스 라이트 를 선택한 다.
81,카스 가 가장 나 한테 맞다 부드럽 고 깔끔하며 시원함 !.
81,"카스 나 하이트 를 주로 먹는 데 , 카스 는 톡 쏘는 시원한 맛 이 있어 서 좋아한 다."
81,카스 레드 가 소맥 같아 서 카스 를 먹다 보니 나중 에는 카스 라이트 가 나오고 그러다가 카스 라이트 를 자주 마시 게 되었 습니다.
81,주변 사람 들 과 주로 카스 를 많이 마셨 기 때문 에 카스 가 더 익숙하고 친근하다.
81,맥주 하면 카스 카스 하면 맥주.
81,카스.
81,맥주 를 알 게 되 고 처음 먹어 본 브랜드 가 카스 였 고 입맛 이 카스 맥주 맛 에 익숙해져 버려 서 웬만하면 카스 맥주 를 찾게 된 다.
81,상표 보다 카스 의 맛 을 좋아한 다.
81,카스 가 맛있어 서.
81,카스 맛 이 좋 아서요.
81,카스 의 맛 과 가격.
82,청량함.
82,별 모양 이 예뻐 서요.
82,예쁨.
82,청량함.
82,끝 맛 이 깔끔하고 병 디자인 이 예쁘 다.
82,맛있어 서 맛 이 청량함.
82,병 색깔 이 예뻐 요.
82,예쁘 고 있어 보 여서.
82,예쁘 고 글씨 체 가 예쁘 다 먼 가 여자 가 좋아하는 글씨체.
82,"병 이 세련되 고 예뻐 서 , 강하지 않아 서."
82,병 이 예쁘 다.
82,맛 이 세지 않고 시원하고 예뻐 서.
82,시워 하고 청량 한 맛 이 좋 음.
82,디자인 이 세련되 고 예쁘 다.
82,순하고 병 이 예뻐 서.
82,맛 이 가장 청량하 다.
82,청량함.
82,맛있고 병 도 예쁘 다 친구 들 과 마시기 좋 다.
82,청량함.
82,예쁘 고 익숙해서 개인 적 으로 좋아하는 브랜드 임.
82,끝 맛 이 청량하 다.
82,예뻐 서.
82,예뻐 서.
82,병 이 예쁘 고 맛있어 서.
82,목 넘김 이 깔끔하고 패키지 가 예뻐 서.
82,맥주 가 맛있고 노란색 이 예뻐 서.
82,우선 색 이 예쁘 고 고소하고 함께 나오는 잔 이 예쁨.
82,병 도 예쁘 고 맛 도 좋 아서요.
82,깔끔하고 예뻐 서.
82,병 이 예쁘 고 청량함.
82,병 이 예쁘 고 맛 이 좋 다.
82,예쁘 다.
82,병 이 예뻐 서.
82,맥주 가 맛있고 병과 상표 도 예쁘 다.
82,청량 한 맛 이 좋 다.
82,상표 가 예뻐 서.
83,상표 보단 맛.
83,간결 하다 내 가 좋아하는 맥주 의 상표 라서.
83,맛있어 서 상표 까지 좋아짐.
83,맛 이 깔끔하다 상표 를 좋아하는 것 은 아니 다.
83,다른 상표 보다 맛 이 진한 거 같아 서.
83,선호하는 맥주 라서 상표 도 좋아한 다.
83,상표 에서 호가든 의 맛 처럼 부드러움 이 느껴짐.
83,일단 맛 이 좋 고 고급스러운 상표.
83,맛 이 좋 아서 상표 도 좋 다.
83,맥주 상표 보다는 맛 을 좋아해서 상표 까지 선호하게 됩 니다.
83,상표 가 깔끔해서.
83,좋아하는 맥주 라서 그런 지 상표 도 좋아진 듯 함.
83,맥주 맛 이 부드러워 서 상표 도 선호한 다.
83,맥주 맛 이 좋 아서 상표 도 좋아짐.
83,상표 도 좋아하지 만 이미지 자체 를 좋아합 니다.
83,상표 보다 맛 이 좋 아요 부드럽 고요.
83,맥주 가 좋 으니 상표 도 좋 아요.
83,상표 가 좋 다기 보다 맛 이 좋 아요.
83,맥주 맛 이 좋 아서 하이네켄 을 좋아하는 데 그 상표 만 봐 도 맥주 맛 이 생각나서.
83,흔한 상표 이고 주로 마시는 상표.
83,맛 이 좋 다 보니 상표 도 좋아짐.
83,상표 말고 맛 이 좋 아서 좋아하는 데요.
83,깔끔한 맛 과 상표 가 멋있어 서.
83,맛있어 서 상표 도 좋아짐.
83,버드와이저 맥주 를 좋아해서 상표 도 그냥 좋 다.
83,전통 적 인 상표.
83,맛 을 좋아하다 모 니 상표 도 좋아짐.
83,예전 부터 마시 던 상표.
83,상표 가 멋있고 맥주 맛 이 맛있다.
83,맛 이 좋 고 예전 부터 마셔 오 던 상표 이다.
83,우선 맛 부터 좋 으니 상표 또한 좋아함.
83,상표 가 좋아해서 가 아니 라 하이트 맥주 맛 이 제 입맛 에 맞아 서.
83,내 가 좋아하는 맥주 라서 상표 가 질리 지 않는 다.
83,호가든 은 개인 적 으로 좋아하는 맥주 이다 맥주 맛 이 좋 아서 상표 도 좋 아 보이는 게 아닐 까 ?.
84,맥주 맛 이 깔끔하고 좋 고 상표 도 화려하지 않으 면서도 눈 에 띄 어 좋 음.
84,"새로운 공법 과 신선한 맛 , 그리고 눈 에 띄는 광고."
84,유명하니 까 자주 눈 에 띈 다.
84,심플 함.
84,심플 하다.
84,심플.
84,별 표시 가 눈 에 띕 니다.
84,맥주 맛 이 깔끔하고 심플 해서 좋 음.
84,별 모양 이라서 귀엽 고 노란색 이라서 눈 에 잘 띈 다.
84,별 모양 으로 기억하기 쉽 고 눈 에 띈 다.
84,처음 보 자마자 눈 에 띄 었 기 때문 에 좋아하게 되었 습니다.
84,CASS 라는 상표 가 각저 있고 크게 보 여서 눈 에 띈 다.
84,눈 에 잘 띈 다.
84,눈 에 띄 어서.
84,심플 하다.
84,별 모양 이 눈 에 띄고 이쁘 다 그리고 알아보기 쉽 다.
84,자주 눈 에 띄 어서.
84,눈 에 띄 어서.
84,눈 에 확 띄 어서.
84,심플 하게 눈 에 띄는 상표 라서 좋 습니다.
84,눈 에 띈 다.
84,심플.
84,일단 그 맥주 를 좋아하니 상표 도 좋 다 눈 에 띈 다.
84,상표 의 색 이나 디자인 이 눈 에 금방 띈 다.
84,심플.
84,친근하고 마트 에 가면 늘 눈 에 잘 띄 어서.
84,눈 에 띄고 맛있 을 거 같아 요.
84,심플 하면 서 눈 에 들어옴.
84,그냥 눈 에 띄 어서.
84,심플 하다 ~.
84,카스 는 먹 을 때 깔끔하고 상표 가 눈 에 띄 어서 좋 다.
84,그냥 맥주 하면 카드 라는 브랜드 가 가장 눈 에 띔.
84,깔끔하다 심플 하다.
84,하이네켄 만의 고유 의 향 과 눈 에 띄는 로고.
84,별 모양 이 깔끔하고 눈 에 띈 다.
84,상표 가 심플 해 보임 맥주 는 깔끔해야 맛있는 거 처럼 상표 도 심플 해야 된 다 생각함.
84,가장 홍보 가 잘 되어 눈 에 띄고 맛 도 좋 아요 ~.
84,일반 적 으로 맥주 구입 시 눈 에 잘 띔.
85,호가든 의 풍부한 거품 의 맛 이 부드럽 고 목 넘김 에 좋 다.
85,호가든 이 부드럽 고 맛나 는 맥주 라서.
85,호가든 맥주 상품 이 좋 아요.
85,호가든 특유 의 맛 때문 에.
85,디자인 이 부드러운 호가든 맥주 와 어울림.
85,호가든 만의 특이한 맛 때문 에.
85,호가든 의 맛 을 좋아한 다.
85,호가든 에서 나오는 맥주 맛 이 가장 맛있다.
85,맛 이 좋 다 맥주 는 호가든.
85,호가든 이 좋 으니 간.
85,맛있어 요 ~ 호가든 만의 씁 쓸 한 맛 때문 ?.
85,일단 호가든 은 맛 이 좋 습니다 그리고 호가든 잔 에 호가든 한 병 을 붓고 나머지 한 모금 을 남겨 서 병 째 먹 을 때 향 도 좋 고 목 넘김 도 부드러운 것 이 좋 습니다.
85,예전 에 호가든 을 생맥주 로 마셔 본 적 이 있는 데 목 넘김 도 부드럽 고 뒷맛 이 상큼 해서 그 이후 로 계속 호가든 을 찾고 있 습니다.
85,다른 맥주 는 맛 이 비슷 비슷한 데 호가든 은 호가든 만의 다른 맛 이 나서 좋아합 니다.
85,호가든 맥주 를 좋아하기 때문 에.
85,호가든 특유 의 맛 이 좋 아서.
85,호가든 맛 이 있어 서.
85,맛 이 좋 다 ( 호가든 특유 의 맛 ).
85,호가든 을 마셨 을 때 다른 맥주 보다 부드러운 느낌 이 든 다.
85,호가든 의 맛 과 거품.
85,호가든 은 약간 상큼 한 맛 이 있고 부드럽 고 맛 이 좋 습니다.
85,호가든 의 오렌지 맛떄문 에.
85,호가든 생맥주 가 맛있어 서.
85,호가든 은 향 이 좋 다.
85,"상표 보다 호가든 맛 이 좋 아서 상표 도 좋아하게 되는 것임 , 호가든 목 넘김 이 부드러 우 면서 나름 톡 쏘는 맛 이 있 음."
85,호가든 의 특유 의 맛 이 내 입맛 에 맞 음.
86,"맛 이 깔끔하고 , 광고 의 효과 가 큰 것 같다 맥주 하면 그냥 카스 를 먹어 야 될 거 같은."
86,맛있는 거 같다.
86,대중 적 이고 맛 이 무난 한 거 같 음.
86,뭔가 다른 맥주 들 보다 깔끔한 거 같아 서.
86,맛 이 깔끔한 거 같아 서.
86,맛 이 깔끔한 거 같고 요 디자인 이 좋 아서.
86,광고 를 봣 을 때 맥주 가 시원하고 맛있 을 거 같아 서.
86,목 넘김 이 좋 은 거 같고 시원함.
86,부드럽 고 맥주 특유 의 맛 이 많이 나서 좋 은 거 같다.
86,카스 가 맥주 중 에서 탄산 이 많은 거 같아 서 마시 면 갈증 도 해소 되는 거 같고 톡 쏘는 맛 에 많이 찾게 됨.
86,맛 이 시원하고 깔끔한 거 같아 서.
86,"다른 맥주 보다 탄산 이 적당한 거 같고 시원하고 , 끝 맛 이 맛있다."
86,"여러 가지 마셔 본 결과 입맛 에 가장 잘 맞는 거 같 음 맥주 특유 의 노린 내도 덜 하고 ,, 톡 쏘는 맛 도 적당하고 가장 깔끔한 거 같 음."
86,맛 이 가장 좋 은 거 같 습니다 이미지 도 좋 고 브랜드 도 좋 은 거 같네 요.
86,가장 부드럽 고 깔끔했 던 거 같아 서.
86,국산 맥주 와는 다른 맛 이 나 는 거 같아 서.
86,맛 이 나하 고 잘 맞는 거 같다.
86,먹어 보니 맛 이 깔끔한 거 같아 서.
86,하이트 맥주 가 뭔가 마실 때 부드럽 고 나 에게 잘 맞는 거 같다 그래서 하이트 맥주 를 즐겨 마신 다 그리고 가격 도 적당한 거 같다.
86,깔끔하고 한국인 입맛 에 맞는 거 같다.
86,"끝 맛 이 깔끔하고 , 탄산 이 다른 맥주 에 비해 조금 더 ~~ 있는 거 같다."
86,먹 을 때 진한 맛 이 나 는 거 같아 서.
86,술 을 좋아하는 데 기분 탓 인 지는 몰라 도 가벼운 거 같고 좋 은 거 같다.
86,내 느낌 에 다른 맥주 보다 목 넘김 이 좋 은 거 같다.
86,카스 하이트 이런 거 보다 좀 더 맛 이 깔끔한 거 같아 요 이 거 먹고 다른 맥주 잘못 먹겠 어요.
86,맛 이 가장 좋 고 깔끔한 거 같아 서.
87,편하게 마시기 좋 아서.
87,먹기 편해서.
87,편하게 먹 을 수 있어 서.
87,음료수 처럼 먹기 편해서.
87,병 째 먹기 편하고 맛 이 좋 다.
87,"맛 이 부드럽 고 , 병 째 로 먹기 편하다."
87,맛 이 부드럽 고 일본 에서 먹었 을 때 다른 맥주 보다 먹기 가 편하고 좋 았 습니다.
87,편하고 흔하다.
87,편해서.
87,부르 기 편함.
87,맥주 가 가장 깔끔하고 먹기 가 젤 편합 니다.
87,술 을 잘 못 마시 지만 부드러워 서 먹기 편하다.
87,목 넘김 이 편해서.
87,레몬 맛 여성 이 편하게 먹 을 수 있 음.
87,먹기 에 편하고 부드럽 다 부담 없이 먹 을 수 있다.
87,부드러워 서 마시기 편하다.
87,목 넘김 이 편하다.
87,거품 이 나며 부드러운 맛 이 나서 먹기 가 편하고 맛있어 요 ~.
87,목 넘김 이 편해서.
87,맛 이 순하고 마시기 편함.
87,쓴맛 이 적고 탄산 이 많지 않아 서 부드럽 고 먹기 편하다.
87,목 넘김 이 편하다.
87,레몬 향 이 첨가 돼 서 먹기 편해 요.
88,끝 에 씁 쓸 함 이 없어 서.
88,씁 쓸 한 맛 이 좋 다 톡 쏘는 느낌 이 좋 다.
88,약간 씁 쓸 하고 톡 쏘는 맛 이 좋 다.
88,씁 쓸 한 맛 이 좋 다.
