ClusterNo,rawdoc
91,맛이 좋다 탄산과 알코올 도수도 적당함.
91,다른 맥주에 비해 도수도 약간 높고 맛이 진함.
91,높지 않은 도수에 맛이 좋음.
91,병뚜껑을 따기 쉽고 도수가 높지 않아서.
91,목넘김이 좋고 도수도 딱 좋아서.
91,도수가 세지 않고 맛있어서.
91,맛이 좋죠 KGB는 도수도 많이 안 높고.
91,높지 않은 도수.
91,보통 맥주보다 도수가 높아서.
91,도수가 높아서.
92,그냥 처음부터 하이트를 마셔서요.
92,하이트 맥주 맛이 좋아서.
92,처음 마셔본 맥주가 하이트였음 그 후로 하이트를 자주 마심.
92,처음 마시기 시작할 때부터 하이트를 많이 마셔서 그냥 맥주 하면 하이트를 찾게 되는 것 같습니다.
92,하이트보다 맛있다.
92,맛이 하이트보다 더 깊다.
92,하이트 오래되고 대중적입니다.
92,맥주 하면 하이트만 먹어서.
92,하이트는 맛없어서.
92,하이트가 맛있고 부드럽습니다.
92,하이트.
92,하이트.
92,하이트가 제 입맛에 가장 맛있었습니다.
92,하이트가 깔끔하고 맛이 있고 하이트를 잘 표현한 것 같아서 좋아한다.
92,집에서 자주 먹는 캔맥주가 하이트이기 때문에 처음 접한 맥주가 하이트였다 그래서 다른 맥주를 마시면 뭔가 다른 느낌이 났기 때문에 하이트를 찾게 되었다 하이트에 이미 적응을 한 것 같다.
92,항상 즐겨먹는 맥주가 하이트였고 집에서 자주 먹는 맥주가 하이트여서 가장 입맛에 맞습니다.
92,처음으로 마셔본 맥주가 하이트라서 하이트 맛을 제일 좋아해요 또 한국에서 알아주는 맥주는 하이트고 맛도 깔끔하고 좋아요.
92,시원함 하이트보다는 부드러움.
92,하이트 맥주를 좋아하다 보니 제가 느끼기에는 하이트 맥주 상표가 괜찮아 보여서 선택했습니다.
92,하이트가 제가 선호하는 맛이라서요.
93,처음 마신 맥주이기도 하고 전반적으로 깔끔한 느낌.
93,처음 마실 때부터 마셔왔다.
93,처음부터 쭉 마셔본 것이라.
93,처음으로 접했던 맥주이며 자주 마셨던 병맥주라서.
93,처음부터 먹었기 때문에.
93,처음 접했던 맥주이기 때문에 익숙해서.
93,제일 처음 마신 술이 하이트였고 많이 마신 맥주이다.
93,처음 마신 맥주라서.
93,처음 맥주를 접했을 때부터 마시던 거라 익숙해서.
93,맛 처음에는 별로였는데 처음으로 100프로 보리로 만들었다고 하여 마시다 보니 익숙해져서.
93,처음 마신 맥주.
93,처음 맥주를 마셨을 때부터 카스를 마셨고 아마도 입맛에 익숙해져있는 거 같다.
93,처음부터 즐겨왔기떄문에.
93,처음 접해본 맥주여서.
93,외국 맥주 중 가장 처음 마셔본 것.
93,처음 마셨던 맥주이고 뭔가 달달한 느낌이 좋다.
93,맥주를 처음 마실 때부터 하이트를 마셔서 익숙한 상표이기 때문.
93,처음 접했던 맥주 광고도 좋다.
93,처음부터 그것만 먹었으니깐.
93,맥주를 처음 마셨을 때부터 마신 상표라 친숙함.
94,가장 친근하고 익숙해서.
94,익숙하고 맛이 시원함.
94,자주 접해서 익숙하여.
94,익숙한 맛 때문에 즐겨먹는다.
94,이름이 익숙해서.
94,제일 익숙하고 많이 마셔봐서.
94,예전부터 마시는 맥주로 익숙해서.
94,시원하고 익숙한 맛.
94,계속해서 먹어오던 맥주라 상표가 익숙하다.
94,오래된 익숙한.
94,익숙한 맥주라서.
94,자주 마시는 맥주가 카스이기 때문에 익숙한 상표라서 좋아요.
94,가장 익숙해서 좋아합니다.
94,제일 자주 먹어서 익숙해서.
94,기억되기 쉽고 익숙하다.
94,제일 많이 마셔봐서 익숙한 맛.
94,익숙하고 부드러운 맛.
94,오랫동안 마셔와서 익숙하다.
94,항상 먹는 맥주라서 익숙하다.
94,가장 익숙해서.
94,자주 먹는 것이고 익숙하니까.
95,먹기 부담스럽지 않고 쉽게 먹을 수 있다.
95,부담 없이 즐길 수 있는 도수라서 많이 다음날 걱정 없이 간단히 즐기는 편이다.
95,도수가 작고 맛있다 다른 맥주보다 부담 없이 먹을 수 있음.
95,지금까지 먹었던 맥주 중에서 부담 없이 맛있었다.
95,서민적이면서도 부담 없이 마실 수 있는 느낌이 강해서.
95,맛이 조금 깊다 진하고 뒷맛이 좋다 가격 부담 없이 먹을 수 있음.
95,다른 맥주보다 달고 색깔이 예뻐서 부담 없이 마실 수 있다.
95,부담 없이 어디서든 마실 수 있고 가격도 다른 맥주에 비싸지 않고 부담 없이 즐길 수 있어서 좋다.
95,부담 없이 마시게 만드는.
95,부담 없이 먹을 수 있어서.
95,맛이 다양하기 때문에 술이 약해도 부담 없이 즐길 수 있음.
95,맛이 좀 깔끔하고 톡 쏘는 맛없이 다른 술을 마신 뒤에 먹어도 부담 없이 마실 수 있다는 점 이 좋아요.
95,부드럽고 술술 잘 넘어가고 부담 없이 즐길 수 있다.
95,레몬맛이 가미되어 무엇보다 맛이 좋고 부담 없이 먹어 좋다.
95,부드러운 느낌이 부담스럽지 않게 먹을 수 있음.
95,그냥 부담 없이 즐길 수 있어서.
95,가장 대중적이고 부담 없이 즐길 수 있어서.
95,도수가 세지 않고 과일향에 간단히 부담 없이 마실 수 있어서.
95,라이트라 부담 없이 마실 수 있어서.
95,KGB 맥주가 맛도 맛있고 여성들의 입맛에 맞는 맥주라 부담 없이 먹을 수 있다.
96,광고가 너무 좋고 가격 대비 맛이 좋아서.
96,대중적이고 가격 대비 목 넘김 좋기 때문에.
96,가격 대비 맥주 맛을 느낄 수 있음.
96,마셨을 때 깊은 맛을 내는 거 같은 느낌이 든다 가격 대비 맛이 괜찮음.
96,국내에서 판매하는 맥주 중 가격 대비 맛이 가장 좋음 풍부한 맛이라고나 할까 김빠진 맥주 같지 않고 맥주 다운 맥주를 마시는 거 같아서.
96,구입하기 편하고 가격 대비 품질이 좋다.
96,가격 대비 품질이 좋다는 느낌.
96,가격 대비 제일 무난하게 먹을 수 있어서.
96,가격 대비 최강.
96,흑맥주의 진한 맛을 느낄 수 있어서.
96,가격 대비 맛이 깔끔하고 좋다.
96,가격 대비 깔끔하다.
96,가격 대비 가장 맛있는 맥주 같아요.
96,가격 대비 맛있음.
96,가격 대비 맛이 우수하다.
96,가격 대비 맛이 좋음.
96,저렴하면서 가격 대비 최고의 맥주 맛을 보여준다.
96,톡 쏘는 맛도 있고 맥주의 깊은 맛을 느낄 수 있기 때문이다.
96,흑맥주를 좋아하는데 가장 맛있고 가격 대비 품질이 아주 훌륭함.
96,저렴한 가격에 톡 쏘는 맥주 특유의 맛을 느낄 수 있어 자주 찾는다.
96,흑맥주의 깊은 맛이 느낄 수 있어서 좋음.
96,가격 대비 맛이 좋다.
96,가격 대비 제일 좋음.
96,가격 대비 제일 맛있음.
96,가격 대비 맛이 좋아서.
97,달콜함.
97,맛이 달아서.
97,다른 맥주보다 달아서 좋다.
97,맛이 달고 목넘김이 좋아서.
97,달다.
97,맥주 맛보다는 달아서 좋아합니다.
97,맛이 상쾌하고 컵에 다라 마시는 것도 좋다.
97,깔끔하고 달다.
97,달다.
97,맛이 달고 부드럽다.
97,맥주 중에서 가장 달고 맛있어서 끝 맛도 깔끔하고 여러 가지 맛이 있어서 좋아요.
97,맥주가 달아서 계속 마셔도 거부감이 느껴지지 않는다.
97,달고 맛있다고 생각한다.
97,적당히 톡 쏘면서 달다.
97,맥주 맛이 깊고 끝 맛이 달큼해서.
97,달아서 좋다.
97,달아서.
97,달아요.
98,맛이 깔끔하고 뒤끝이 시원하고 깔끔함.
98,톡 쏘는 맛이 좋고 개운한 듯 느낌을 준다.
98,카스 라이트만이 개운함이 있어서.
98,뒤끝 맛이 개운했다.
98,개운.
98,맥주 맛이 깔끔하고 가격이 저렴한 편이다 개인적으로 느끼기에 뒤끝도 없다.
98,개운한 맛.
98,단맛이 적당하고 개운한 끝 맛.
98,목넘김이 부드럽고 뒤끝이 깨끗함.
98,뒤끝이 깨끗하고 목넘김이 좋음.
98,입맛에 맞고 뒤끝 없이 깔끔함.
98,가볍게 먹기 좋다 뒤끝 없이.
98,맛이 톡 쏘는 맛이 가장 좋고 뒷맛이 개운합니다.
98,맥주 맛이 최고 시원하고 개운하고 뭔가 깔끔하다.
98,맛이 깔끔하다 뒤끝이 별로 없다.
98,맛이 시원하고 뒤끝이 없다.
98,맛이 좋다 거품이 부드럽다 뒤끝이 깔끔하고 숙취가 없다.
98,뒷맛이 개운하고 상쾌해서.
98,맛이 개운하고 좋아서요.
98,시원하고 맛이 개운하다.
98,맛이 개운하고 깔끔함.
98,구수하고 찐한 맛 개운한 맛에 뒤끝이 깨끗한 느낌.
98,깔끔하고 뒤끝이 좋다.
98,맥주 맛이 진하고 개운함이 오래 남아서 좋다.
98,끝 맛이 개운하다.
98,맛의 뒤끝이 깔끔함.
98,깔끔하고 개운한 맛.
98,맛이 무난하고 뒤끝이 좋아요.
98,뒤끝이 깔끔하고 별 색깔이 시원해 보여 다른 맥주와 차별.
98,깔끔하고 개운한 맛.
98,가벼운 느낌의 시원함은 개운한 맛을 준다.
98,맥주의 진한 맛과 뒤끝이 좋아서.
98,저칼로리 뒷맛이 개운하고 깔끔함.
98,맛있어서 뒤끝이 너무 쌉쌀하지 않고 부드러움.
98,뒤끝 맛이 맛있음.
98,시원한 맛 뒷맛이 개운하고 맛이 있다 숙취가 적은 것 같다.
99,레몬 넣어 먹음 맛있다.
99,맛이 특이하다.
99,레몬을 넣어 먹는 게 맛있고 가장 부드럽다고 느껴짐.
99,레몬을 넣어서 먹는 맛이 색달라서 좋다.
99,일단 별 색깔이 노란색 그리고 레몬을 넣어서 먹는 특이한 맥주라 더 호감이 감.
99,코로나에 레몬을 넣어서 먹으면 맛있으니까.
99,레몬을 넣어 먹는 특이함.
99,맛이 깔끔한 것 같고 레몬이나 라임 넣어서 먹으면 맛있다.
99,맥주 먹을 때 넣어주는 레몬 파란색의 특이한 병.
99,레몬을 넣어서 먹는 상큼함.
99,코로나에 레몬을 넣어서 먹으면 상큼하고 시원한 맛이 좋다.
99,특이함.
99,레몬 넣어 마실 때 맛있음.
99,맛이 특이하다.
99,맛이 특이하다.
99,맥주가 특이하다.
99,레몬을 넣고 먹으면 맛있어서.
100,황금빛이 좋다 맥주의 색깔과 잘 어울리는 것 같다.
100,맛이 진하지 않고 은은함 레몬과 잘 어울림.
100,상쾌하고 톡 쏘는 맛이 내 입맛에 잘 어울려서 좋아합니다.
100,색상이 잘 어울린다.
100,맛있고 병이랑도 잘 어울려서.
100,맛이 인상 깊고 디자인과 잘 어울린다.
100,맛있어서 풍부한 맛이 좋아서 맥주 상표에 어울려서.
100,치킨이랑 잘 어울려서.
100,뭔가 시원한 맛이 있고 다른 음식들과 잘 어울리는 것 같다.
100,젊고 상큼한 이미지와 잘 어울려서.
100,맥주 맛과 상표가 잘 어울린다 사람들에게 익숙한 기네스라는 이름도 그렇고.
100,맥주 맛과 잘 어울린다.
100,깔끔하고 맥주의 시원함과 잘 어울린다.
100,깔끔한 맛과 어느 요리에나 잘 어울린다는 점.
100,깔끔한 맛이 잘 어울리는 것 같아서 선택하게 되었습니다.
100,톡 쏘는 맛이 입맛에 맞다 맥주는 시원한 느낌으로 마시는데 카스가 잘 어울리는듯하다.
100,이름이 정열적이고 맥주하고 잘 어울린다.
100,KGB 레몬을 좋아하는데 맥주 같지 않은 듯한 그 특유의 맛이 좋아요 여러 안주와도 잘 어울리고요.
100,맥주가 목넘김이 좋고 부드럽다 맥주의 거품과 맥주가 잘 어울린다.
101,부드러운 거품과 특별한 풍미의 흑맥주.
101,흑맥주를 좋아한다 맛이 부드럽고 거품이 맛있다.
101,흑맥주의 거품이 가장 진하다.
101,맛이 흑맥주 맛이 강한 것이 독특하고 부드러운 거품 때문에 목넘김이 부드러워서.
101,흑맥주를 좋아한다 하지만 기네스는 너무쎳.
101,부드러운 거품 깊은 맛의 흑맥주.
101,흑맥주를 좋아하는데요 스타우트의 흑맥주가 부드럽고 맛있어서 좋아합니다.
101,흑맥주를 좋아하는 네 거품이 부드럽고 기네스만의 향이 있음.
101,풍부한 거품과 진한 흑맥주의 쌉싸름한 맛.
101,흑맥주 특유의 맛을 좋아한다.
101,흑맥주의 맛을 즐길 수 있어서 좋아합니다.
101,풍부한 거품에 진한 흑맥주의 맛.
101,개인적으로 흑맥주를 좋아하는데 흑맥주 중 기네스가 내 입맛에 가장 알맞고 맛있다.
101,맥주가 아주 부드럽고 거품이 맛있다.
101,흑맥주를 좋아하고 기네스는 거품이 부드럽다.
101,거품이 너무 부드러워서 좋아한다.
101,맛있다 흑맥주의 깊은 맛이 느껴진다 부드럽다.
101,다른 맥주와 다르게 거품이 부드러워서 좋아함.
102,톡 쏘는 맛이 끝까지 가고 너무 쓰지 않다.
102,톡 쏘는 게 좋아서.
102,맥주 맛이 좋아서 너무 쓰거나 너무 가벼운 걸 싫어하는데 적당함.
102,너무 고급스럽지도 너무 가볍지도 않고 대중 적임.
102,맛이 너무 좋다.
102,맛과 향이 너무 좋음.
102,맛있고 부드러워요 거품이 너무 좋아요.
102,맛이 너무 좋다.
102,다른 맥주보다 톡 쏘는 맛이 좋은듯하다.
102,여러 맛이 있고 맛있음 너무 술같이도 않고.
102,쌉싸름한 맛 너무 싱겁지 않은.
102,너무 탄산이 톡 쏘지 않고 넘김이 자연스러워서.
102,아사히 생맥주에 거품이 너무 부드럽다.
102,톡 쏘는 맛이 기분을 좋게 합니다.
102,톡 쏘는 맛이 좋다 싱겁지 않아서 좋다.
102,너무 톡 쏘지 않아서 좋다.
102,아사히 생맥주 판매점에서 마신 500cc 생맥주의 맛이 너무 좋았다.
102,맛있다 거품이 너무 부드럽다.
102,너무 강하지도 않고 맛이 너무 세지도 않고 부드럽게 느껴진다 예전 광고처럼 목넘김이 좋은 맥주인듯하다.
102,톡 쏘는 게 좋아서.
102,아사히 맥주를 마셨을 때 첫맛과 끝 맛의 깔끔함이 너무 좋아서 좋아하게 되었습니다.
102,톡 쏘는 맛이 좋고 국산 제품으로 너무 대중적이기 때문에.
102,맥주 향리 너무 좋아서.
102,톡 쏘는 맛과 함께 부드럽고 너무 진하지 않은 맛이라 좋아한다.
102,맥주가 톡 쏘는 게 좋다.
102,너무 톡 쏘지 않고 적당히 시원한 맛이 나서.
102,오렌지 향이 너무 좋다.
102,맥주 맛이 너무 좋음.
102,맥주의 맛이 너무 맛있어서요.
103,많이 먹어서 오래 먹어서.
103,많이 먹어봤는데 맛있다.
103,먹어보니 맛있어서.
103,한번 먹어봤는데 다른 맥주보다 맛있어서.
103,수입맥주라 잘 먹지는 못해도 가끔 먹으면 맛있음.
103,먹어본 맥주 중에 맛있음.
103,맛있고 어디든 있어서 자주 먹음.
103,맛있음 자주 먹음.
103,자주 먹어서 다른 맥주는 먹을 수가 없음.
103,처음 맥주 먹을 때 먹어봤음.
103,먹었을 때 맛이 깔끔하고 거품이 맛있다.
103,맛있다 깔끔하고 먹기 쉬운 술.
103,먹으면 맛있음.
103,맛있고 많이 먹어봤기 떄문에.
103,내가 젤 맛있게 먹었던 맥주.
104,유명하니까.
104,유명하니까.
104,유명해서.
104,일본 맥주라서요.
104,유명해서.
104,유명하고 맛이 좋아서.
104,일본 맥주가 유명하기도 하고 맛도 좋아서.
104,유명해서.
104,유명해서.
104,유명해서.
104,깔끔한 일본 맥주의 맛.
104,유명하기도 하고 기네스를 사람들이 좋다고 하며 나도 좋게 느끼기 때문에.
104,유명해서.
104,유명하니깐.
104,유명하니까요.
104,일본 맥주의 깔끔함이 좋다.
104,유명한 제품이기도 하고 가벼운 맛이 좋아서.
105,아사히 맥주를 마셨을 때 가장 맛있었습니다.
105,아사히라서.
105,아사히 맥주랑 맛이 비슷해서 아사히 맥주의 대체품으로 만족.
105,아사히 특유의 맛이 좋아서.
105,아사히 생맥주를 자주 마셨는데 적당히 부드럽고 맛있어서.
105,개인적으로 아사히 맥주 맛을 좋아한다.
105,아사히라는 단어가 좋다.
105,아사히는 생맥주를 좋아하는데 아사히 생맥의 특유의 부드러움과 거품이 일품인 거 같아요.
105,아사히.
105,아사히 생맥주의 부드러운 거품과 맛이 좋아서요.
105,아사히 맥주 맛이 좋아서.
105,일본에 여행 갔을 때 먹었던 아사히 생맥주의 맛을 잊을 수가 없어서 아사히 생맥주 맛은 아니지만 비슷한 한국에서 판매하고 있는 아사히를 자주 마신다.
105,아사히 맥주 자체의 상쾌함과 깔끔함.
105,처음에 아사히 맥주가 맛있다고 주변에서 자꾸 먹어서 어느 순간 나도 아사히 맥주를 많이 마시게 되었고 다른 맥주보다 거품도 부드럽고 맛있었다.
105,아사히 모 기업이 좋다.
105,아사히라는 이름값.
105,아사히 생맥의 목넘김이 부드럽다.
106,레몬향이 매우 미세하게 나지만 다른 맥주와는 달리 과일향이 나서 좋다.
106,마지막 맛이 과일 맛이라서.
106,맛이 깔끔하고 과일향이 나서 좋음.
106,과일 맛.
106,과일 허브향 같은 다른 맥주와는 차별화된 향미.
106,산토리의 특유의 과일향과 맛 때문에.
106,과일향 나는 맛이 좋다.
106,맛이 과일향이 나면서 좋아서 그리고 목에 큰 부담감이 없음.
106,맛이 과일 맛이 나서 맛있다.
106,다양한 과일 맛이 나는 맥주라서 맛있음.
106,과일만 맥주류를 좋아해서.
106,호가든은 부드럽고 은은한 과일향이 좋다 거품도 부드럽다.
106,개인적으로 과일향을 좋아하기 때문.
106,도수가 적절하고 과일향이 좋아서.
106,과일 맛이 좋다.
106,과일 맛이 나서 좋음.
106,살짝 향긋한 과일향처럼 향이 남아서 좋다.
106,과일 향과 거품이 풍부하고 부드러움.
107,이름이 재밌다.
107,맛있고 발음이 이름처럼 부드럽다.
107,이름.
107,이름에서 느껴지는 고급스러움.
107,맥주의 맛과 이름이 마음에 듭니다.
107,이름이 멋있다.
107,이름도 기억하기 쉽고 맥주고 맛있음.
107,이름에서부터 뭔가 시원한 느낌이 납니다.
107,맛있어서 브랜드 이름이 친근해서 목넘김이 좋아서.
107,이름이 이뻐요.
107,이름이 좋다.
107,시원해 보이고 깔끔함 맥주 이름도 딱봣을 때 알아볼 수 있어서 좋음 이름도 쉬움 젤 맛있음.
107,이름 자체에서도 청량감이 느껴져서.
107,그냥 이름이 많이 알려져서.
107,가장 흔하게 많이 들었던 이름.
107,이름도 세련돼있고 상표도 깔끔하다.
107,뭔가 깔끔한 맛이다 드라이라는 이름도 좋다.
108,거품 맛과 진한 맥주 맛.
108,진하고 깔끔.
108,맥주의 진한 맛과 거품이 좋음.
108,맛있어서 진하다.
108,맥주 맛이 풍부하고 향이 좋다.
108,다른 맥주에 비해서 톡 쏘는 맛이나 향 밀의 향이 더 진하고 풍부하다.
108,맛이 진하고 향이 좋다.
108,진하고 맛있어서.
108,깔끔한 맛과 향.
108,알코올 향이 진하지 않고 부드럽다 맛이 좋다.
108,깊은 향과 진한 맛.
108,진한 커피향 맛.
108,향이 진하고 맛이 있다.
108,보러 향이 진하고 부드러움.
108,맛이 진하고 맛있다.
108,맛과 향이 진하고 좋음.
109,시원함 광고의 효과.
109,거품 엔젤링때문에.
109,아사히 맥주는 시원하게 마셨을 때 짜릿함이 강하다 엔젤링이라는 광고효과도 톡톡하게 본 것 같다.
109,엔젤링.
109,엔젤링.
109,엔젤링.
109,풍부한 거품과 부드러운 맛 엔젤링.
109,엔젤링.
109,엔젤링.
109,깔끔한 맛 엔젤링.
109,엔젤링.
109,엔젤링.
109,엔젤링.
109,부드러운 맛 엔젤링.
109,엔젤링.
109,엔젤링 맛 광고효과 시원함 산뜻함.
109,엔젤링때문에.
109,광고효과와 시원함.
110,맛이 담백.
110,깔끔하고 맛이 담백하다.
110,맛이 담백함.
110,맛이 담백하다.
110,담백한 맛.
110,담백하고 목넘김이 좋다.
110,담백한 맛.
110,흑맥주를 좋아한다 탄산이 많지 않으면서 담백한 맛이 너무 좋다.
110,맛이 담백하고 품격 있음.
110,오래전부터 애용하고 담백한 맛이 입맛에 맞아서.
110,시중의 보통의 맥주 맛과 다르게 맛이 담백해서.
110,고품격 같은 느낌이 들어서입니다.
110,거품이 품격이 있어서.
110,맛이 담백해서.
110,담백하고 부드러운 맛 때문에.
110,맛이 담백하고 좋다.
110,품격 있는 맥주다.
110,맛이 시원하고 담백함.
111,특별히 이유 없음.
111,특별한 이유는 없다.
111,특별한 이유는 없음.
111,이유 없음 그냥 좋음.
111,특별한 이유 없다.
111,이유 없음.
111,전부터 즐겨 먹는 거라 특별한 이유가 없음.
111,특별한 이유는 없고 그냥 주변 사람들이 많이 마셔서요.
111,정확한 이유는 없으며 예전부터 하이트만 먹어왔음.
111,딱히 좋아하는 이유는 없으나 그냥 맛있어서.
111,딱히 이유는 없음.
111,이유는 없고 옛날부터 그거만 마심.
111,특별한 이유는 없고 주변에서 많이 마시는 맥주라서요.
111,이유 없음.
111,별 이유 없다 그냥 자주 찾게 되는 맥주.
111,좋은데 이유가 어딨을까요 그냥 좋아요.
112,구입 가격 대중성.
112,목넘김이 좋고 어디서나 쉽게 구입이 가능하다.
112,대중적으로 쉽게 구입할 수 있는 맥주 중 가장 맛있다.
112,쉽게 구입 및 맛이 좋음.
112,자주 먹다 보니 익숙해서 좋다 쉽게 구입할 수 있다.
112,편한 이미지고 어디서든 구입하기가 쉽다 부담 없다 맛이 깔끔하다.
112,구입이 쉽고 대중적이라서.
112,쉽게 구입이 가능하며 맛이 부드럽고 진하다.
112,거품이 부드럽다 목넘김이 부드럽다 맛이 좋다 쉽게 구입 가능하다.
112,주변에 쉽게 구입할 수 있어서.
112,다른 맥주보다 맛이 시원하고 깔끔한 것 같고 가격이 저렴해서 쉽게 구입해서 먹을 수 있다.
112,어디서든 쉽게 구입할 수 있는 점과 무난한 맛.
112,어느 곳을 가도 쉽게 구입해 먹을 수 있기 때문에.
112,마시기 편하고 어디서나 구입이 쉬워서.
112,맛이 깔끔하고 대중적이어서 어디서든지 구입하기 쉽다.
113,톡 쏘는 맛이 타 맥주보다 느낌이 좋아서 목넘김이 시원하다.
113,맛이 강한 느낌이 좋아서.
113,마실 때 느낌이 좋아서 부드러움이 있긴 해도 조금 강한 느낌도 있어서.
113,부드러운 느낌이 좋아서.
113,레몬이랑 함께 먹으면 상쾌하고 개인적으로 상큼한 느낌이 좋아요.
113,깔끔한 느낌이 좋아서.
113,느낌이 좋아서.
113,강한 맛과 톡 쏘는 느낌이 좋아서.
113,프리미엄 몰츠의 부드러운 그 맛이 좋아서.
113,톡 쏘는 느낌이 좋아서.
113,다른 맥주와 비슷하나 광고의 느낌이 좋아서.
113,프리미엄의 느낌이 좋아서.
113,프리미엄 몰츠 맛이 깔끔해서.
113,톡 쏘는 느낌이 좋아서.
114,라이트라서 가볍게 마실 수 있음.
114,밀맥주의 부드러움이 편안하게 마시기에 딱 알맞다.
114,맛있음 밀맥주 맛.
114,그냥 청량감 있는 듯한 가볍게 마실 수 있는 맥주라서.
114,밀맥주라서.
114,맥주 특유의 밀 냄새가 나지 않고 탄산도 그리 강하지 않고 깔끔해서.
114,밀 맥주 특유의 맛이 좋다.
114,밀맥주 맛과 향.
114,밀 맥주의 맛 때문에.
114,밀맥주로 맛이 부드럽다.
114,밀맥주 맛있음.
114,밀맥주 맛이 끌림.
114,밀맥주의 묵직한 느낌.
114,가볍게 즐길 수 있어서 좋다.
114,다른 국산 맥주보다 맛이 좋음 밀맥주라 그런 것 같음.
114,가볍게 즐길 수 있는 부드러움 병맥주 집에서 싸게 먹을 수 있음.
114,밀맥주의 부드러움.
114,밀맥주라 부드럽고 가볍게 마실 수 있어서.
114,밀맥주라서.
115,주변 사람들이 좋아하기도 하고 제일 기본적인 느낌이라.
115,가장 대중적인 것 같고 주변 사람들도 카스를 많이 찾음.
115,주변 사람의 권유로 마셔보았는데 사람들이 즐기지 않는 거 같아서 있어 보이니깐.
115,주변에 많이 팔고 주변 사람들이 많이 마시기 때문.
115,같이 먹는 사람들이 좋아해서.
115,제품 디자인도 예쁘고 부담이 없다 또한 주변 사람들도 하이네켄을 좋아하는 사람이 많아서 좋아한다 같이 마시기에 좋다는 뜻이다.
115,주변 사람들이 자주 마시는 상표.
115,주위 사람들이 좋아해서.
115,주변 사람들이 좋아해서.
115,맛이 깔끔하고 주변 사람들과 즐기기에 충분히 매력이 있다.
115,유명하고 주변 사람들도 많이 마시는 편이다.
115,나의 입맛에는 카스가 가장 적당하다고 생각한다 끝 맛이 깔끔해서 좋아한다 또한 주변 사람들도 카스를 좋아하기 때문에 주변 지인들의 입맛에 따라가는 편이다.
115,내 입맛에 맞고 주변 사람들이 선호하는 브랜드라서.
115,주변인이 좋아해서.
116,그냥 내 취향에 맞다.
116,맛과 향이 취향에 맞고 마시기 편해서.
116,맥주 맛이 본인의 취향과 잘 맞으며 목넘김이 부드럽다.
116,맛이 내 취향과 비슷하다.
116,상표가 좋은 것이 아니라 제품의 목넘김이 부드럽고 취향에 맞기 때문.
116,진하고 맛있음 내 취향에 맞음.
116,씁쓸한 흑맥주가 취향에 맞고 그중에 기네스의 부드러움이 좋다.
116,맛이 개인적인 취향과 잘 맞아서.
116,맛이 부드럽고 내 취향에 맞다.
116,맛이 내 취향에 잘 맞는다 적당히 향이 있고 목넘김이 부드럽다 입안에서 끝 맛이 좋다.
116,맛이 깔끔함 내 취향.
116,톡 쏘는 맛보다 부드럽고 상쾌한 맛이 느껴지면서 여성 취향에 맞는 라이트 한 맥주의 맛이 좋기 때문.
116,맛이 있고 내 취향에 맞아서.
116,나의 입맛과 취향에 맞는 맛이고 제일 접하기 쉽다고 생각함.
117,가장 보편적.
117,보편적으로 많아서.
117,보편적인 맛.
117,가장 대중적 보편적으로 먹기 때문에.
117,가장 보편적으로 접할 수 있고 톡 쏘는 맛이 좋음.
117,가장 맛있다.
117,가장 맛있음.
117,보편적인 맛.
117,가장 보편적이라서.
117,보편적임.
117,보편적이라.
117,가장 맛있어서.
117,가장 보편적이고 맛있다.
117,가장 맛있다.
118,쌉싸름한 맛이 일품.
118,맛이 깔끔하고 목넘김이 좋다 특유의 톡 쏘는 맛이 일품이다.
118,탄산이 없고 부드러운 크림 맛이 일품.
118,카스는 목넘김이 부드럽고 톡 쏘는 맛이 일품이며 마시고 나면 개운하고 좋은 거 같음.
118,거품이 일품이다.
118,부드러운 맛이 일품이다.
118,목넘김이 부드럽고 시원하게 쏘는 맛이 일품입니다.
118,톡 쏘는 맛이 일품.
118,깊고 진한 맛이 일품이다.
118,국내 맥주 중 가장 톡 쏘는 맛이 일품이라고 생각합니다.
118,카스의 특유의 깔끔한 맛과 톡 쏘는 맛이 일품이어서.
118,톡 쏘는 청량감과 구순한 맛이 일품.
118,거품이 부드럽고 목넘김이 일품이다.
118,맛 싱겁지 않고 톡 쏘는 맛이 일품.
118,한국의 대표적인 맥주이며 톡 쏘는 맛이 가장 일품이고 자극적이지 않고 맛과 향이 아주 좋아서 좋아합니다.
118,상표를 보면 간단명료하고 또한 맛이 일품임.
118,거품 맛이 일품이고 목넘김이 좋음.
118,부드러운 거품과 뒷맛이 깔끔하고 씁쓸한 맛이 일품이다.
118,거품이 주는 부드러운 맛이 일품이기 때문입니다.
119,디라는 상표가 세련되어 보여서.
119,개인적으로 맥주 맛이 괜찮고 디자인이 세련된 느낌이다.
119,심플하고 상표도 세련된 느낌입니다.
119,국내 맥주 중 세련되고 맛 또한 깔끔하고 좋음.
119,디자인인 이 한국 거에 비해 세련됨.
119,맥주 맛이 강하고 세련된 분위기가 좋다.
119,멋있고 세련되어있음.
119,세련되고 젊다.
119,세련되고 매력적인 로고.
119,BI가 세련되고 맛이 좋다.
119,깔끔하다 세련되었다.
119,세련된 이미지이고 마이 좋다.
119,다른 맥주 상표보다 세련되다.
119,세련됨.
119,디자인도 깔끔하게 세련되고 맛이 부드러워서 좋습니다.
120,쌉싸름하면서도 부드러운 거품이 좋고 약간의 고소함이 내 입맛에 딱입니다.
