clusterno,,docNo,raw_doc
65,29,6544,부담없이 먹을 수 있어서
65,30,6299_0,구하기 쉽고
65,31,4447_2,어디서나 쉽고
65,32,1875_0,바에 가거나 대형마트에서 자주 구매하게 되고
65,33,5734_1,쉽게 구할수 있는 대중적인 맥주라고
65,34,4840_2,부담없이 먹을수있다
65,35,8546_1,어딜가나 쉽게 비교적 싼 가격에 구입할 수 있어서 좋다
65,36,6326_2,시중에 어딜가나 작은슈퍼에도 다
65,37,7889_3,쉽게 구입가능하다
65,38,4400_3,구매도 어렵지 않고
65,39,6959_1,좋아서 구매를 하게 됩니다
65,40,9340_1,도수가 낮은 것 같다
65,41,10225,도수가 높아서 괜찮다
65,42,5333,가장 흔하며 슈퍼에 가서 수비게 접할 수 있다
65,43,6657_1,많이 마실수 있음
65,44,1946_0,구매도 편리하고
65,45,10148_1,구입하기 쉬워서
65,46,7608_1,쉽게 구할 수 있다
65,47,8886_2,도수가 낮고
65,48,6075_0,주위에서 잘 구할 수 있고
65,49,9644_3,많이 도수도 높지 않고
65,50,9331_3,어디서나 쉽게 구입할수 있는 점도 좋다
65,51,10131_3,구하기가 매우 쉽다
65,52,4662,편하게 먹을 수 있어서
65,53,6837_0,그냥 어디서나 먹을수 있고
65,54,5938_2,시원하여 구매합니다
65,55,1232_1,구하기 쉽고
65,56,6573_0,어디서든 접하기 쉽고
65,57,5503_0,마트나 주점에 가장 많이 볼수 있고
65,58,8505_1,쉽게 구할수 있는 맥주라 톡쏘는 맛이 좋다
65,59,1501_1,어디서나 구매하기 쉽다
65,60,6532_0,도수도 높지 않고
65,61,598,도수가 낮아서
65,62,2915_0,구하기도 쉽고
65,63,3598_0,주면에서 자주 볼 수 있고
65,64,5677,어디든있다
65,65,8897,쉽게 구할 수 있어서
65,66,2120_1,쉽게 구입할 수 있다
65,67,2074_1,어디서나 구입이 쉬워서
65,68,5251_0,도수가 낮고
65,69,5992_1,많이 볼수있고
65,70,4929_4,주위의 어느 가게에서나 쉽게 구할수 있어 접근성이 좋다
65,71,1793_0,손쉽게 구할수있고
65,72,1979_0,쉽게 구입할 수 있고
65,73,1696,어딜가나 있어서
65,74,2456_1,어디서나 구입이 가능해서
65,75,9982,쉽게 마실수 있으니깐
65,76,1120,잘 구할수있다
65,77,9611,어디서나 쉽게 접할 수 있다
65,78,9055,주위에서 쉽게 구할수 있어서
65,79,9507_0,쉽게 구할 수 있고
65,80,5373_1,대형마트에서 쉽게 살 수 있다
65,81,8703_0,쉽게 구할 수 있고
65,82,9235_0,흔히 볼수 있고
65,83,5174_0,국내 어디든지 간편하게 구입이 가능하고
65,84,9092,도수 
65,85,3847_0,구입이 편하고
65,86,5688_0,도수가 적절하고
65,87,5703_0,쉽게 구할 수 있고
65,88,2298_0,도수가 세지 않고
65,89,1288_2,그나마 먹을수 있다
65,90,376_0,쉽게 구할수있고
65,91,4554_0,가장 대중적으로 어디서든 누구와도 마실 수 있고
65,92,8030_1,어디서든 쉽게 구하고
65,93,145_0,어디서든 구하기 쉽고
65,94,9832,시중에서 가장 흔하게 구할 수 있다
65,95,4329_0,어디서나 살수있고
65,96,4414_0,구매가 용이하고
65,97,742_1,목넘김이 좋아서 맥주 구입시 항상 맥스를 구매합니다
65,98,6750_1,어디서나 쉽게 구매할 수있다
65,99,2495_0,도수가 쎄지않고
65,100,9736_1,구하기가 좋고
65,101,1055_0,쉽게 구하고
65,102,6928_2,약간 상큼하면서도 맥주 도수가 낮지 않고
65,103,8587_1,구매했는데 매우 시원하고
65,104,269,맥주지만 약간 높은 도수가 좋다
65,105,8727_1,어느상점에 가서도 구할수 있어서 좋아요
65,106,5297_2,가격이 적정하다
65,107,2771_1,쉽게 구할 수 있고
65,108,9744,일반적으로 생맥주나 병맥주를 마시는데 점포등에서 가장 쉽게 구할 수 있는 브랜드임
65,109,6893_0,쉽게 어디서는 구할수있다
65,110,9741_0,동네슈퍼던 편의점이던 어디서나 쉽게 살 수 있고
65,111,357,어딜 가나 있는 맥주라서 쉽게 접할 수 있어서
65,112,2885,가장 손쉽게 구할수 있다
65,113,7840_2,청결하여 믿을수 있다는 느낌이들어서
65,114,2344,다른 맥주에 비해 도수가 높아 빨리 취할수 있어서
65,115,7194_1,식당이나 동네 소매점에서 어디서나 취급하고
65,116,5929_1,어디서든 사기쉽고
65,117,7383_1,편의점에서 쉽게 구할수 있는 일본 맥주여서
65,118,1232_2,가격도 적정하고
65,119,6991_0,어딜가나 살수있어 접근성이 좋고
65,120,3327_1,구입하기 편리하다가격도 적당합니다
65,121,3702_1,구입하기가 쉽다
65,122,4303,도수가 높지 않은 느낌
65,123,597,도수가 높아서
65,124,5757_0,아무데서나 손쉽게 구할수 있고
65,125,8385_1,어딜가나 잇는 서민적인 술이라서
65,126,9080,어느 곳을 가도 쉽게 구입해 먹을 수 있기 때문에
65,127,378,쉽게 구입할 수 있어서
65,128,7130_0,도수가 낮고
65,129,427_1,마실수 있어서
65,130,1831,구하기 쉽다
65,131,8583,어딜가든 쉽게 구입가능하며 맥주이름이 눈에 확튀어서 구매하기가 쉽다
65,132,6881_2,어디서든 편하게 구입하기 좋음
65,133,2645_1,음료수처럼 먹을수 있어서
65,134,4490_1,가장 구하기 쉽다
65,135,32_1,쉽게 먹을 수 있다
65,136,4090_1,구입하는 곳에 가면 가장 잘 진열되어있었음
65,137,3478,구입이 용이함
65,138,7565_0,구매하기 쉽고
65,139,7150,자주 먹어서 다른 맥주는 먹을수가 없음
65,140,4675_1,어디서나 쉽게 구입이 가능하다
65,141,8210_1,좋음 가장 구입하기 쉬움 입맛에 맞음
65,142,5844_0,쉽게 구할수 있고
65,143,7652_1,말할수 있겠다
65,144,1318_0,가장 구하기 쉽고
65,145,1879_1,쉽게 구할 수 있어서 좋다
65,146,4678_1,구매하기도 쉽다
65,147,4406_0,시중에서 쉽게 구할수있고
65,148,8319_1,쉽게 구입할 수 있다
65,149,4100_1,알콜도수가 낮고
65,150,6315_1,어디든 잇어서 자주 먹음
65,151,9736_0,어디서든 마실려고
65,152,2828_0,어디서든 쉽게 접할수 있고
65,153,853_1,어딜 가도 구입하거나 주문할 수 있다
65,154,2819_1,한눈에 알아볼수 있어 좋다
65,155,2863_1,도수가 높지 않아서
65,156,4681_3,도수가 높은 산미구엘도 있어서 좋았다
65,157,7201_2,도수가 낮음
65,158,6789_0,맥주의 도수가 다른것보다
65,159,3936_0,도수도 별로 안높고
65,160,3286_1,구하기 쉽고
65,161,3339_0,부담없이 어디서든 마실수 있고
65,162,4027,높지않은 도수
65,163,6949_0,구하기 쉽고
65,164,6957,높지 않은 도수에 맛이 좋음
65,165,7701_1,쉽게 구입할수 있어서
65,166,2016,대중적이고어디든지구할수있음
65,167,10269_1,술집에가면 어디든지있다
65,168,5004_1,알수 있는 글쎄요 눈에 가장 많이 익어서 그럴수도 있네요
65,169,2628,도수가 낮아서
65,170,8891,가볍게 먹을 수 있어서
65,171,8385_0,가장 손쉽게 구할수 있고
65,172,6126_3,한마디로 구매할 수 있는 영역이 넓다고
65,173,10232_2,구매가 쉽다
65,174,10040,어딜가나 쉽게 구매할 수 있어서
65,175,2250,알콜도수가 높아서
65,176,9437_0,기본적으로 쉽게 구할 수 있고
65,177,9705_1,어디서든 다
65,178,778_1,쉽게 구해서 마실수 있어서
65,179,4880_1,저도수라서
65,180,3142_1,가볍게 먹을수 있어서 좋다
65,181,7125,아무데서나 쉽게 구할수 있는 맥주라서
65,182,75_0,구입하기 편하고
65,183,6178,어디서나 구할수 있다
65,184,3706_0,다른 맥주에 비하여 도수가 낮고
65,185,2090_0,쉽게 구할 수 있고
65,186,6392_2,도수가 낮아 즐기기 좋다
65,187,1587,주변에 쉽게 구입할수 있어서
65,188,10301_0,가격이 적정하고
65,189,5525_2,어딜가나 안파는 곳이 없다
65,190,7770,쉽게구할수있어서
65,191,4481,도수가 좀 있어 소주와 맥주를 섞은 맛이다
65,192,759,맛이 좋죠 KGB는 도수도 많이 안높고
65,193,2787_0,도수가 작고
65,194,6662_0,구하기 쉽고
65,195,9962_0,구하기쉽고
65,196,9238_0,쉽게 구매할 수 있다
65,197,8145_1,적당한 도수
65,198,6681_3,어디서든 쉽게 찾아볼수 있다
65,199,5770_1,도수가 높아서
65,200,9815_1,쉽게 구할수 있어서
65,201,6126_4,할 수 있다
65,202,2645_0,도수가 높지 않으면서 여러맛이 있고
66,0,4070_1,주로 마시는 상표
66,1,3524_0,병을 돌려서 따는게 좋고
66,2,68_1,상표보다는 딱히 맛히 좋아요 병모양도 생긴게 좋고
66,3,2923_2,맥주 치고
66,4,5368,병째 마시는게 좋아성
66,5,7469_0,별 모양이라서 귀엽고
66,6,9460_2,맥주의 효모 함유가 다른 맥주보다
66,7,4689_1,매장에서 쉽게 눈에 띄어서
66,8,1418_1,병과 라벨 등 디자인이 좋아서
66,9,1030_1,일단 상표도 좋지만 맥주가좋음
66,10,5307_0,맥주의 칼로리가 부담스러워서 다른 맥주보다
66,11,7289,맥주맛이 좋아서
66,12,396_0,버드와이저는 다른 상표보다
66,13,3819_3,초록병도 마음에 들고
66,14,2846,품격있는 맥주다
66,15,2254_0,상표가 간결하고
66,16,8108_0,상표 이름이 그다지 어렵지 않고
66,17,10278_2,일반 맥주의 경우에는 생맥주처럼 언제 어디서든 접하기 쉽고
66,18,7469_1,노란색이라서 눈에 잘 띈다
66,19,5724_2,부드러운 커품
66,20,5238_1,병매주로 먹게되는 경우 꼭 먹는다
66,21,3840_0,칼로리가 다른 맥주보다
66,22,6062_2,기린을 접하게된 계기도 상표가 귀여워서이다
66,23,7127_0,그냥 눈이 간다
66,24,9797_3,나비넥타이로 상표가 바뀌면서 심플하고
66,25,3955_0,전체적으로 상표가 깔금하고
66,26,1741_0,다른 맥주 보다
66,27,7471_0,상표가 맛이랑 연관성이 많고
66,28,6873,아사히 상표가 제일 눈에 와 닿는다
66,29,10038_0,상표에 왠지 호감이 가고
66,30,9393_0,상표도맘에들고
66,31,10054_0,커피든 맥주든 찐하고
66,32,5830_1,반함 일반 맥주보다
66,33,6526_1,병맥이 크지않고
66,34,2325_0,병 디자인이 심플하며 매력적이다
66,35,5963_1,녹색병이 시각적으로 좋다
66,36,10191_0,소주 맥주 썩어 먹기 좋고
66,37,9210_1,마트에 가면 늘 눈에 잘 띄어서
66,38,1311_3,톡쏘는 정도도 적지도 않고
66,39,1257_0,일반맥주보다
66,40,7974_2,병의 노란칼라 디자인도 맛있어 보이고
66,41,8060_1,현대적인 느낌의 상표이다
66,42,4722_0,그냥 다른맥주보다
66,43,4130_0,병이 세련되고
66,44,5319,맥주의전통
66,45,10377,자주 사서 눈에 익음
66,46,5434_2,병 또한 너무 귀엽다
66,47,7264_1,젊은 느낌의 맥주 같아서
66,48,2756_0,주로 즐겨먹는 맥주이고
66,49,8554,노란색에 별모양이 눈에 확튀며 색깔이 단색이라 기억하기 쉽습니다
66,50,2658_1,맥주가 입맛에 맞아서 상표가 좋아보인다
66,51,1186_0,상표를 좋아한다기 보다
66,52,1037_1,맞고요 병에 있는 상표가 고품스러워보이고
66,53,2332_0,맥주순수령에 잘 부합하는 맥주이고
66,54,4602_0,다른 국산 맥주보다
66,55,5950,온도 표시가 왠지 맛있게 먹을 수 있는 방법이 표시 되어 있어 보여서
66,56,5402_0,가장 오랫동안 눈에 익고
66,57,5595,맥주맛이 좋음
66,58,2710_0,병으로 앙증맞게 있어서 먹기도 좋고
66,59,8181_0,국산맥주라 싸고
66,60,1628,맥주 맛이 깔끔하며 병 디자인도 마음에 듦
66,61,2556_1,맥주의 비릿한 냄새가 없어서 좋음
66,62,7363,다른 것은 영어로만 되있는데 반해 삿포로는 별모양으로 눈에 띄어서
66,63,5414_1,병 디자인도 마음에 든다
66,64,5126_2,또한 눈에 뜨어 자주 마시게 됩니다
66,65,6124_0,병맥주이고
66,66,3110_2,병으로 마시기도 좋고
66,67,3964_0,상표를 보면 간단명료하고
66,68,6745_0,타맥주보다
66,69,9323_0,상표를 보기만해도 마쉬고
66,70,8463_1,병을 오픈한 상태에서도 탄산이 오래 유지됨
66,71,1806_2,대중적인 맥주라고
66,72,2173,맥주맛이 좋다
66,73,5877_1,병이 마음에 든다
66,74,8337_1,고급스러운 상표
66,75,9670,맥주가 맛나서
66,76,6397_1,바로 한눈에 들어온다
66,77,3766_1,상표만 딱 눈에 띄게 간단하게 기재되어 있어서
66,78,569_0,맥주는 OB가 깔끔하고
66,79,3765,맥주의 완성도가 훌륭함
66,80,8684_0,상표가 젊어보이고
66,81,171,맥주 하면 하이트만 먹어서
66,82,4938_2,다른 맥주들 보다
66,83,9464_2,다른 맥주와는 다른 느낌이다
66,84,120_1,상표도 참 무난해서 좋음
66,85,8907,상표 글씨체가 이것을 먹고싶게함
66,86,5165,그냥 눈이가서
66,87,9096_2,아주 부수적이지만 병과 캔의 디자인도 괜찮고
66,88,2582_0,맥주가 가장 깔끔하고
66,89,5340_1,디자인도 멋스럽습니다
66,90,2345_1,오래된상표
66,91,6869,상표가 멋있어서
66,92,10122,직관적인 상표를 사용해서문자그대로
66,93,8696_0,상표가 고급스럽고
66,94,5208_1,그림이 없어 바로 상표를 알수있다
66,95,4690_0,광고를 보면 정말 맥주가 먹고
66,96,658_1,그 상표의 모양이 빗겨 표시되있어서 시원하고
66,97,3921_3,병이나 캔 안에 위젯을 넣고
66,98,2248,상표를 자세히 본 적은 없는데 한꺼번에 모아놓은 상표를 보니깐 나의 눈에 제일 뛰어서 좋아보인다
66,99,6247_0,상표말고
66,100,5227,남성맥주느낌
66,101,6681_2,병디자인도 마음에 든다
66,102,9713_1,세계맥주 1 2위를 다툼
66,103,1889_0,병째 먹기 편하고
66,104,8961_2,해도 대중적이지 못하면 그상표는 빛을 바래지 못하므로 모든 연령대가 금방알수 있는 상표가 성공한 상표라고
66,105,10370_0,상표 이름에서 티없이 맑고
66,106,10007_0,맥주의 맛이 아주 좋고
66,107,4643,맥주의 풍미가 좋다
66,108,10120_1,병채로 먹기 편하다
66,109,3621,국민맥주
66,110,8709_1,병의 디자인도 다른 맥주병하고도 다르다
66,111,3753,거의 자주 보던 상표라서
66,112,3769,맥주가 톡쏘는게 좋다
66,113,3907,맥주맛이 끝내줍니다
66,114,9612_1,글씨 체가 예쁘다
66,115,9848_2,네덜란드 상표라서
66,116,9966_2,눈에 익숙해서
66,117,9228,잘 알려진 상표라 
66,118,8458_3,별표도 포인트로 예쁘다
66,119,8308_1,심플한 병 디자인이 마음에 들어서
66,120,9054_0,다른 맥주 보다
66,121,222_1,네덜란드상표여서 더 좋고
66,122,1342_0,가장 홍보가 잘 되어 눈에 띄고
66,123,5167_1,가장많이 먹어서 눈에 익음
66,124,1477_1,병이랑도 잘 어울려서
66,125,6672_2,병이 가벼워서 들고
66,126,9813_3,삿포로의 눈이 생각나게 한다
66,127,514,상표 로고가 와 닿음
66,128,2308_2,병도 디자인과 용량이 적당하여 좋아합니다
66,129,8880_0,맥주 많이 진하고
66,130,9235_1,자주 먹는 맥주이다
66,131,107,흰색 배경에 노란색 별모양이 눈에 확들어옴
66,132,6062_0,상표가 너무귀엽다
66,133,5739_1,병이나 캔 디자인도 호감이다
66,134,840_0,대중적인 맥주고
66,135,8964_1,상표도 고급스럽다
66,136,4626_0,호프맛이 가장 깊고
66,137,3207_0,초록생 병이 일단 시각적으로 마음에 들고
66,138,7496,눈에 잘띄워서
66,139,4791_0,상표를 좋아하기보다
66,140,6236,항상 마시는 상표라서
66,141,309_3,광고를 많이 해서 일단 눈이 간다
66,142,46_0,맥주가 시원하다
66,143,4052,맛이 세계맥주와 가장 유사하다 
66,144,6171,즐겨찾는 맥주 임으로
66,145,5685_1,상표가 멋지다
66,146,3069_0,병이나 상표 모양이 맘에 들고
66,147,6963_1,역동적인 상표가 좋고
66_1,0,3108_1,패키지가 예뻐서
66_1,1,10264_0,병맥주의 디자인이 맥주맛이 좋아보이게하고
66_1,2,8696_1,예쁩니다
66_1,3,1683_2,자체도 예쁘고
66_1,4,4271_1,병이 예쁘다
66_1,5,5831_1,병디자인이 예쁘다
66_1,6,470,거품과 병 디자인
66_1,7,7319_0,예쁘고
66_1,8,7893_0,깔끔한 디자인 병도 작고
66_1,9,2590,예뻐서
66_1,10,4931_1,병 디자인이 좋아서
66_1,11,7170_1,색도 예쁘다
66_1,12,4279,예쁘다
66_1,13,10222_1,디자인도 예쁘고
66_1,14,6357_1,병이 예뻐서
66_1,15,3057_1,예뻐서
66_1,16,8911,병이 예쁘다
66_1,17,4409,병이 예뻐서
66_1,18,5151_1,병과 상표도 예쁘다
66_1,19,9085_0,맛과 디자인 그리고
66_1,20,5161_1,노란색이 예뻐서
66_1,21,2928_1,큼직큼직한게 예쁩니다
66_1,22,9442_0,병이 예쁘고
66_1,23,6285_0,제품 디자인도 예쁘고
66_1,24,2522_0,예쁘고
66_1,25,1823,예뻐서
66_1,26,2897_0,병 디자인이 맥주들중에 가장 예쁘고
66_1,27,747_0,우선 색이 예쁘고
66_1,28,10136_1,병도 예쁘다
66_1,29,1845_0,병이 예쁘고
66_1,30,1923,예쁨
66_1,31,7945,병 색깔이 예뻐요
66_1,32,9612_0,예쁘고
66_1,33,4130_1,예뻐서 강하지않아서
66_1,34,1748_1,예쁘다
66_1,35,7538_0,병이 예쁘고
66_1,36,6575_0,병도 예쁘고
66_1,37,5031,병 디자인이 인상깊음
66_1,38,7359_2,여성스러운 병 디자인이 좋다
66_1,39,6849_1,패키지디자인이 예뻐서
66_1,40,7612_2,외관이 예뻐서
66_1,41,863_0,병 자체가 예쁘게 생겼고
66_1,42,9628_0,상표 디자인이 예쁘고
66_1,43,4624_2,예뻐서
66_1,44,6747,맛이 깔끔함 병의 디자인이 좋음 
66_1,45,1070_0,병 디자인이 예쁘고
66_2,0,6013_0,상표가 산뜻하고
66_2,1,10287,맛있어서 상표까지 좋아짐
66_2,2,3735_0,국내상표보다
66_2,3,5824_0,상표보다
66_2,4,629_0,상표보다
66_2,5,5178_0,가장 익숙한 상표고
66_2,6,2793,맛있어서 상표도 좋아짐
66_2,7,907_0,다른 상표보다
66_2,8,7682_1,상표가 특히하고
66_2,9,6631,전통적인 상표
66_2,10,1398_1,가장 익숙한 상표
66_2,11,4070_0,흔한 상표이고
66_2,12,3356_0,CASS라는 상표가 각저 있고
66_2,13,1975_1,예쩐부터 마셔오던상표이다
66_2,14,2531,상표가 이뻐서
66_2,15,5322_0,상표가 크고
66_2,16,9429,상표가 예뻐서
66_2,17,3682,맥주가 좋으니 상표도좋아요
66_2,18,5254_3,한 상표라 다른 맥주보다
66_2,19,5286_0,상표가 좋은게 아니라 맛이 좋고
66_2,20,7870_0,상표가 느낌있고
66_2,21,2937_1,상표보단 맛이 있어서
66_2,22,1160_0,상표로 보지않고
66_2,23,9966_1,호프집을가도 보이는 상표가 카스상표이고
66_2,24,955_0,다른 맥주 상표보다
66_2,25,8700_1,있는 맥주 상표라서
66_2,26,2591_0,상표보다
66_2,27,1115_0,다른 상표보다
66_2,28,6548_0,상표가 좋다기보다
66_2,29,2698_0,맥주 상표 같고
66_2,30,3415_1,상표도 깔끔하다
66_2,31,8662,상표가 깔끔해서
66_2,32,4550_1,상표가 쉽고
66_2,33,5248_0,다른 상표 맥주보다
66_2,34,2241,상표보단 맛
66_2,35,276,맛이 좋다보니 상표도 좋아짐
66_2,36,5203,맛이 좋아서 상표도 좋다
66_3,0,8754_0,다른맥주보다
66_3,1,1488_0,다른 맥주보다
66_3,2,7270_0,다른 맥주보다
66_3,3,3137_0,다른 맥주보다
66_3,4,4280_1,다른 맥주들보다
66_3,5,2463_1,맥주하고
66_3,6,3836_0,다른 맥주보다
66_3,7,10242_0,다른 맥주보다
66_3,8,4097_1,무엇보다도 다른맥주보다
66_3,9,9293_0,다른 맥주보다
66_3,10,1867_0,다른 맥주보다
66_3,11,1429_1,다른 맥주보다
66_3,12,553_1,다른 맥주들보다
66_3,13,8040_0,다른 맥주보다
66_3,14,494_0,다른맥주보다
66_3,15,7390_1,다른맥주보다
66_3,16,828_0,다른 맥주보다
66_3,17,6481_0,다른맥주보다
66_3,18,10134_0,맥주의 쌉싸름하고
66_3,19,9358_1,다른 맥주보다
66_3,20,6320_1,다른 맥주보다
66_3,21,217_0,다른 맥주보다
66_3,22,6803_0,다른 맥주들하고
66_3,23,6271_2,다른맥주보다
66_3,24,6588_0,다른맥주보다
66_3,25,2787_2,다른 맥주보다
66_4,0,6635,이뻐서
66_4,1,5376_0,병도 너무 이쁘고
66_4,2,4601_1,이쁘다
66_4,3,1040_1,병이 이뻐서
66_4,4,7540,병이 이뻐서
66_4,5,3163,이뻐서요
66_4,6,5079_0,상당히 이쁘고
66_4,7,204,이뻐서
66_4,8,8352_1,폰트가 이쁘다
66_4,9,3112_2,병자체도 이쁘구요 맛도 좋아요
66_4,10,6004_1,병이 이쁘다
66_4,11,886,이뻐서
66_4,12,10167,병이 이뻐서
66_4,13,2774_0,이쁘다
66_4,14,5405,글자체가 이뻐서
66_4,15,4455_0,패키지가 일단 이쁘고
66_4,16,6940_0,병 모양도 이쁘고
66_4,17,6680_0,병이 이쁨 그리고
66_4,18,2361_1,상표가 참 이쁩니다
66_4,19,2263_0,병 모양이 이쁘다
66_4,20,2397,캔 병 이뻐서
66_4,21,2102_2,이쁨
66_4,22,3103_0,KGB 병의 디자인도 이쁘고
66_4,23,3725_0,KGB 병이 이쁘고
66_5,0,8004_1,눈에 자주 띄어서 익숙하다
66_5,1,2917_2,눈에 잘띄며 맛이좋다
66_5,2,9207_1,황금색에 눈에 띄어서 보기 좋음
66_5,3,500,심플하면서 눈에 들어옴 
66_5,4,4105,눈에 띄여서
66_5,5,9214,그냥 눈에 띄어서
66_5,6,3593,별 표시가 눈에 띕니다
66_5,7,3925,눈에 띄어서
66_5,8,3868,눈에 확 띄어서
66_5,9,6677_1,눈에 띈다
66_5,10,8265_1,상표가 눈에 띄어서 좋다
66_5,11,755_0,눈에 띄고
66_5,12,4507,눈에띈다
66_5,13,3356_1,크게 보여서 눈에 띈다
66_5,14,4668_1,눈에 띈다
66_5,15,3497_1,눈에 띈다
66_5,16,4818,상표의 색이나 디자인이 눈에 금방 띈다
66_5,17,9658,자주 눈에 띄어서
66_5,18,9971,심플하게 눈에 띄는 상표라서 좋습니다
66_5,19,1411,유명하니까 자주 눈에 띈다
66_6,0,8913_0,상표가 한눈에 들어온다
66_6,1,2848,눈에 한 번에 들어옴
66_6,2,2989_0,눈에 확 들어오고
66_6,3,5334_1,눈에 잘 들어오기 때문이다
66_6,4,4005_1,한눈에 들어온다
66_6,5,2254_1,눈에 잘들어오고
66_6,6,7174,눈에 확 들어옴
66_6,7,10293_1,눈에 확 들어오는 것이 마음에 듭니다
66_6,8,7904,눈에 제일 들어와서
66_6,9,4464_1,눈에 잘 들어오는 상표임
66_6,10,4222_1,한 눈에 들어온다
66_6,11,1922_3,d자가 커서 눈에 잘 들어온다
66_6,12,5222,그냥 눈에 잘 들어와서 읽기 쉬운 글씨체로 써져있어서 마음에 든다
66_6,13,2249_1,한눈에 들어온다
66_6,14,5927,단순하면서도 눈에 딱 들어오는 그런 상표이기 때문입니다
66_6,15,3590,눈에 확 들어온다
66_6,16,6865_1,눈에 잘 들어와서 좋아 함
66_7,0,5637,광고를 많이 해서 눈에 익어서
66_7,1,1115_1,눈에 많이 익어서 그런듯합니다
66_7,2,8061_1,눈이 가는듯한 상표입니다
66_7,3,9308_0,기본부터 눈에 익은 상표이며 산뜻하고
66_7,4,9989_0,가장 눈에 익고
66_7,5,5254_2,그래서 눈에도 익어있고
66_7,6,9205,가장 자주 눈에 보이는 상표이기 때문에 눈에 익어서
66_8,0,736,눈에 잘 띤다
66_8,1,5477_0,이름도 짧아서 눈에 확띠고
66_8,2,10330_0,별표시가 눈에 띠고
66_8,3,1555,눈에잘띤다
66_8,4,9472_1,눈에 띠는 광고
66_8,5,4636_0,눈에 확띠고
66_9,0,3791_0,금색이 눈에 확 뛴다
66_9,1,4347_0,잘 눈에 뛰고광고
66_9,2,5622_2,상표도 화려하지 않으면서도 눈에 뛰어 좋음
66_9,3,6542_1,마트에 가면 눈이 잘뛴다
66_9,4,4601_0,별모양이 눈에뛰고
66_9,5,8521,눈에 많이 뛰어서
67,0,7524_0,탄산이 적어서 그런지 목넘김이 좋고
67,1,8714_0,목넘길때의 느낌이 좋다
67,2,7013_0,목넘김이 깔끔하고
67,3,635_1,탄산이 적당히 있는게 목넘김이 좋다
67,4,1727_2,목 넘기는 느낌도 좋다
67,5,9577,목넘김이며 향 등이 좋다
67,6,3354,맥주가 목넘김이 좋다
67,7,7735,골드맥스캔 목넘김이 좋더라
67,8,1052_1,목넘김이 좋은 것 같음
67,9,990_1,목넘김이 깔끌해서 좋습니다
67,10,7738,시원한 목넘김 가벼움
67,11,8145_0,쉽게 구할 수 있으면서 목넘김이 좋고
67,12,7408,하이네켄의 향이 좋으며 목넘김이 좋음
67,13,9710_1,목넘김도 좋아서 자주 마시고있습니다
67,14,2132_0,목넘김이 편안하고
67,15,2659,목넘김이 깔끔해요
67,16,9798,향이나 목넘김이 강하지 않아서
67,17,9390_0,목넘김이 깔끔하다
67,18,1389_1,목넘김이 깔끔하고
67,19,8868,목넘김이깔끔합니다
67,20,1734_1,부드러운 거품과 깔끔한 목넘김
67,21,1693_1,있는 맥주의 목넘김이 좋다
67,22,6029,탄산이 많아 목넘김이 좋다
67,23,9702,캔 디자인이 깔끔 목넘김이 좋음
67,24,10135_1,깔끔하며 목넘김이 좋다
67,25,2571_1,적당한 탄산과 목넘김
67,26,6426,상표보단 목넘김이 좋다
67,27,4729,목 넘김이 편하다
67,28,7329_1,저렴하면서도 목넘김이 좋은 점
67,29,4252_1,목넘길때 느낌이 딱쏘는게 좋다
67,30,3380_1,깔끔하며 목넘김이 좋다
67,31,919_0,목넘김이 깔끔하고
67,32,7651_1,목넘김이 좋은 맥주
67,33,4984,목넘김이 상큼하다
67,34,6200,목넘김이 순해서 좋습니다
67,35,2300_1,목넘김이 편하다
67,36,543_0,목넘김이 깔끔하고
67,37,4224_0,목넘김이 깔끔하고
67,38,812_1,넘김이 깔끔
67,39,9462,목넘김이 깔끔해서 좋다
67,40,1843,맛이 깔끔하거 목넘김이 좋다
67,41,124_1,목넘김이 좋으며 뒤끝이 없고
67,42,2426_1,목넘김이 깔끔하다
67,43,8466_1,탄산이 적어 목넘김이 가볍다
67,44,4194_1,목넘김이 깔끔하고
67,45,5698,깔끔해서 목넘김이 좋음
67,46,1489,목넘김이 깔끔함
67,47,7596,목넘김이 괜잖아서
67,48,7047_0,목 넘김이 깔끔하고
67,49,7692,맛있기 때문에 목넘김이 좋아서
67,50,7607_1,목넘김이 깔끔하다
67,51,6706,목넘김이 가장 나랑 잘맞는다
68,0,1303_0,멕시코에 살면서 많이 마셨고
68,1,1908_0,색감이좋고
68,2,10243_0,순하고
68,3,7300,순할것같아요
68,4,9049_1,순하다
68,5,947_2,아무래도 순하다보니
68,6,5945_0,순하고
68,7,7922_2,순하다
68,8,8151_0,순하다
68,9,1841_1,색감도 이쁘다
68,10,9837_1,순하다
68,11,5070_1,순하다
68,12,4224_2,순하고
68,13,2321_2,색감도 먹음직스러워요
68,14,6208_0,순하고
68,15,7649_0,순하고
68,16,510_1,순하다
68,17,5251_1,순하고
68,18,709_0,순하고
68,19,5490_1,순하다
68,20,6321_1,순하다
68,21,1713_0,순하고
68,22,3697,순하다
68,23,1853_2,순하다
68,24,1824_1,순한 느낌
68,25,8953_0,순하고
68,26,7818_1,순하고
68,27,7017_1,순하다
68,28,2823_0,순하고
68,29,8928_0,순하고
68,30,6445_0,순하고
68,31,3168,순하다
68,32,7439_0,순하고
68,33,343_0,색감이 좋고
68,34,7461,부드럽고순하다
68,35,5055,순하다
