ClusterNo,raw_doc
85,예전 에 호가든 을 생 맥주 로 마시 어 보 ㄴ 적 이 있 는데 목 넘기 ㅁ 도 부드럽 고 뒷맛 이 상큼 하 아서 그 이후 로 계속 호가든 을 찾 고 있 습니다.
85,다른 맥주 는 맛 이 비슷비슷 하 ㄴ데 호가든 은 호가든 만 의 다른 맛 이 나서 어 좋아하 ㅂ니다.
85,호가든 맥주 를 좋아하 기 때문 에.
85,호가든 특유 의 맛 이 좋 아서.
85,호가든 맛 이 있 어서.
85,맛 이 좋 다 ( 호가든 특유 의 맛 ).
85,호가든 을 마시 었 을 때 다른 맥주 보다 부드럽 ㄴ 느낌 이 들 ㄴ다.
85,호가든 의 맛 과 거품.
85,호가든 은 약간 상큼 하 ㄴ 맛 이 있 고 부드럽 고 맛 이 좋 습니다.
85,호가든 의 오렌지 맛떄문에.
85,호가든 생 맥주 가 맛있 어서.
85,호가든 은 향 이 좋 다.
85,"상표 보다 호가든 맛 이 좋 아서 상표 도 좋아하 게 되 는 것 이 ㅁ , 호가든 목 넘기 ㅁ 이 부드럽 면서 나름 톡 쏘 는 맛 이 있 음."
85,호가든 의 특유 의 맛 이 내 입맛 에 맞 음.
86,"맛 이 깔끔 하 고 , 광고 의 효과 가 크 ㄴ 것 같 다 맥주 하 면 그냥 카스 를 먹 어야 되 ㄹ 거 같 은."
86,맛있 는 거 같 다.
86,대중 적 이 고 맛 이 무난 하 ㄴ 거 같 음.
86,뭐 ㄴ가 다른 맥주 들 보다 깔끔 하 ㄴ 거 같 아서.
86,맛 이 깔끔 하 ㄴ 거 같 아서.
86,맛 이 깔끔 하 ㄴ 거 같 고요 디자인 이 좋 아서.
86,광고 를 보 앗 을 때 맥주 가 시원 하 고 맛있 을 거 같 아서.
86,목 넘기 ㅁ 이 좋 은 거 같 고 시원 하 ㅁ.
86,부드럽 고 맥주 특유 의 맛 이 많이 나서 어 좋 은 거 같 다.
86,카스 가 맥주 중 에서 탄산 이 많 은 거 같 아서 마시 면 갈증 도 해소 되 는 거 같 고 톡 쏘 는 맛 에 많이 찾 게 되 ㅁ.
86,맛 이 시원 하 고 깔끔 하 ㄴ 거 같 아서.
86,"다른 맥주 보다 탄산 이 적당 하 ㄴ 거 같 고 시원 하 고 , 끝 맛 이 맛있 다."
86,"여러 가지 마시 어 보 ㄴ 결과 입맛 에 가장 잘 맞 는 거 같 음 맥주 특유 의 노린내 도 덜하 고 , , 톡 쏘 는 맛 도 적당 하 고 가장 깔끔 하 ㄴ 거 같 음."
86,맛 이 가장 좋 은 거 같 습니다 이미지 도 좋 고 브랜드 도 좋 은 거 같 네요.
86,가장 부드럽 고 깔끔 하 었 던 거 같 아서.
86,국산 맥주 와 는 다른 맛 이 나 는 거 같 아서.
86,맛 이 나 하고 잘 맞 는 거 같 다.
86,먹 어 보 니 맛 이 깔끔 하 ㄴ 거 같 아서.
86,하이트 맥주 가 뭐 ㄴ가 마시 ㄹ 때 부드럽 고 나 에게 잘 맞 는 거 같 다 그래서 하이트 맥주 를 즐기 어 마시 ㄴ다 그리고 가격 도 적당 하 ㄴ 거 같 다.
86,깔끔 하 고 한국인 입맛 에 맞 는 거 같 다.
86,"끝 맛 이 깔끔 하 고 , 탄산 이 다른 맥주 에 비하 아 조금 더 ~ ~ 있 는 거 같 다."
86,먹 을 때 진하 ㄴ 맛 이 나 는 거 같 아서.
86,술 을 좋아하 는데 기분 탓 이 ㄴ지 는 모르 아도 가볍 ㄴ 거 같 고 좋 은 거 같 다.
86,내 느낌 에 다른 맥주 보다 목 넘기 ㅁ 이 좋 은 거 같 다.
86,카스 하이트 이런 거 보다 좀 더 맛 이 깔끔 하 ㄴ 거 같 아요 이것 먹 고 다른 맥주 잘못 먹 겠 어요.
86,맛 이 가장 좋 고 깔끔 하 ㄴ 거 같 아서.
87,편하 게 마시 기 좋 아서.
87,먹 기 편하 아서.
87,편하 게 먹 을 수 있 어서.
87,음료수 처럼 먹 기 편하 아서.
87,병 째 먹 기 편하 고 맛 이 좋 다.
87,"맛 이 부드럽 고 , 병 째 로 먹 기 편하 다."
87,맛 이 부드럽 고 일본 에서 먹 었 을 때 다른 맥주 보다 먹 기 가 편하 고 좋 았 습니다.
87,편하 고 흔하 다.
87,편하 아서.
87,부르 기 편하 ㅁ.
87,맥주 가 가장 깔끔 하 고 먹 기 가 젤 편하 ㅂ니다.
87,술 을 잘 못 마시 지만 부드럽 어서 먹 기 편하 다.
87,목 넘기 ㅁ 이 편하 아서.
87,레몬 맛 여성 이 편하 게 먹 을 수 있 음.
87,먹 기 에 편하 고 부드럽 다 부담 없이 먹 을 수 있 다.
87,부드럽 어서 마시 기 편하 다.
87,목 넘기 ㅁ 이 편하 다.
87,거품 이 나 며 부드럽 ㄴ 맛 이 나서 어 먹 기 가 편하 고 맛있 어요 ~.
87,목 넘기 ㅁ 이 편하 아서.
87,맛 이 순하 고 마시 기 편하 ㅁ.
87,쓴맛 이 적 고 탄산 이 많 지 않 아서 부드럽 고 먹 기 편하 다.
87,목 넘기 ㅁ 이 편하 다.
87,레몬 향 이 첨가 되 어서 먹 기 편하 아요.
88,끝 에 씁쓸 하 ㅁ 이 없 어서.
88,씁쓸 하 ㄴ 맛 이 좋 다 톡 쏘 는 느낌 이 좋 다.
88,약간 씁쓸 하 고 톡 쏘 는 맛 이 좋 다.
88,씁쓸 하 ㄴ 맛 이 좋 다.
88,씁쓸 하 ㅁ 이 적 고 부드럽 ㄴ 맛 이 내 입맛 에 맞 아서.
88,진하 고 씁쓸 하 ㄴ 맛 과 부드럽 ㄴ 거품.
88,씁쓸 하 ㄴ 정도 가 내 입맛 에 맞 아서.
88,맛 이 내 가 좋아하 는 스타일 이 다 뒷맛 이 많이 씁쓸 하 ㄴ 느낌 이 좋 다.
88,특유 의 진하 고 씁쓸 하 ㅁ.
88,톡 쏘 는 느낌 과 씁쓸 하 ㄴ 맛 이 좋 아서.
88,"흑 맥주 를 좋아하 고 거품 이 맛 남 , 약간 씁쓸 하 ㄴ 맛 이 좋 음."
88,씁쓸 하 고 진하 ㄴ 맛.
88,특유 의 씁쓸 하 ㄴ 맛 과 깔끔 하 ㄴ 맛.
88,적절 하 ㄴ 씁쓸 하 ㅁ 과 고소 하 ㅁ 이 좋 아서.
88,씁쓸 하 ㅁ.
88,"부드럽 고 거품 이 풍부 하 며 , 뒷맛 이 씁쓸 하 ㄴ 것 이 좋 아서."
88,톡 쏘 는 맛 과 특유 의 씁쓸 하 ㄴ 맛.
88,씁쓸 하 ㄴ 맛 이 좋 음.
88,씁쓸 하 면서 도 드라이 하 ㄴ 맛 이 깔끔 하 아서.
88,맛 이 좋 다 질리 지 않 고 씁쓸 하 고 진하 ㄴ 맛 이 좋 다.
88,처음 에 는 단맛 이 나 다가 끝 맛 이 씁쓸 하 아서 좋 다.
88,씁쓸 하 고 강렬 하 ㄴ 맛.
88,씁쓸 하 아서.
88,"풍부 하 ㄴ 거품 과 향 , 씁쓸 하 ㄴ 맛."
89,기존 에 마시 던 브랜드.
89,오래전 부터 마시 던 브랜드.
89,브랜드.
89,대중 적 이 ㄴ 브랜드.
89,예전 부터 먹 어 오 았 던 브랜드 이 고 맛 이 좋 다.
89,톡 쏘 는 맛 이 좋 으며 브랜드 가 익숙 하 아서 ! !.
89,예전 부터 마시 어 오 았 던 브랜드 이 기 때문 에.
89,오래전 부터 이 브랜드 만 마시 어 오 았 기 때문 에.
89,맥주 맛 이 깔끔 하 고 브랜드 가 믿음 이 있 다.
89,일본 브랜드 이 기 때문 이 다.
89,맛 이 좋 고 브랜드 이름 도 시원 하 ㄴ 느낌.
89,자주 먹 는 브랜드 의 제품 이 다.
89,맥주 를 처음 접하 아 보 ㄴ 브랜드 이 고 우리나라 에서 오랜 전통 있 는 브랜드 로 생각 하 ㄴ다.
89,좋아하 는 브랜드 이 라서.
89,한국 브랜드 이 라서.
89,"맛 , 브랜드 명."
89,국내 에서 의 대중 적 이 ㄴ 맥주 브랜드 이 기에.
89,대표 브랜드 이 라서.
89,익숙 하 ㄴ 브랜드 이 고 대중 적 이 ㄴ 브랜드 어디 ㄹ 가 든 다 있 고 어리 었 을 때 부터 많이 먹 었 던 맥주 이 ㅂ니다.
89,브랜드 이름 이 좋 아서.
89,브랜드 네 이 ㅁ 이나 디자인 이 좋 음.
89,맛 과 디자인 그리고 브랜드.
89,가끔 씩 마시 는 브랜드 이 라서.
90,전통 적 이 ㄴ 시원 하 ㄴ 맛.
90,전통 이 있 고 맛 이 부드럽 다.
90,맥주 의 전통.
90,있 어서.
90,거품 이 맛 이 있 고 맥주 맛 이 깊이 가 있 다.
90,전통 이 있 고 외국 에 있 을 때 즐기 어 마시 던 맥주 이 라서 좋아하 ㄴ다.
90,전통 적 이 ㅁ.
90,전통 성 도 있 고 맥주 맛 이 있 어서.
90,깔끔 하 고 맛 이 있 다.
90,전통 있 고 맛 이 깔끔 하 아서.
90,"품격 있 고 , 전통 있 고 , 맛있 기 때문 이 다."
90,전통 의 맛.
90,"전통 있 고 , 부드럽 며 고소 하 ㄴ 맛 의 풍미 가 있 다."
90,전통 의 흑 맥주 깔끔 하 ㅁ.
90,맛있 고 전통 있 고 세계 적.
90,어디 이 든 있 다.
90,주류 화 시 의 오랜 전통 이 있 으며 맛 이 부드럽 고 좋 다.
90,오랜 전통 이 있 음.
90,전통.
90,전통 적 이 ㄴ 느낌 을 주 고 맛 이 깔끔 하 다.
90,맛 이 있 다 깊 은 맛 이 있 다.
90,맛 이 있 고 깔끔 하 아서.
90,"진하 ㄴ 맛 , 전통 적 이 ㄴ 맛."
90,전통 적 이 ㄴ 맥주 의 맛.
91,맛 이 좋 고 알코올 도수 가 적당.
91,도수 가 낮 고 순하 고 맛있 어서.
91,도수 가 낮 아서.
91,도수 가 낮 아서.
91,다른 맥주 보다 도수 가 높 고 탄산 이 풍부 하 아서.
91,알코올 도수 가 높 아서.
91,맥주 이 지만 약간 높 은 도수 가 좋 다.
91,도수 가 높 지 않 은 느낌.
91,그냥 다른 맥주 보다 조금 알코올 도수 가 높 아서 좋 음.
91,"다양 하 ㄴ 맛 , 낮 은 도수."
91,톡 쏘 지 않 고 부드럽 다 부드럽 ㄴ 맛 에 비하 아 도수 가 약간 높 은 편.
91,도수 가 높 지 않 으면서 여러 맛 이 있 고 음료수 처럼 먹 을 수 있 어서.
91,"맛 이 좋 고 , 인지도 가 높 음."
91,알코올 도수 가 높 지 않 아 맛 이 깔끔 하 고 상쾌 하 다.
91,도수.
91,다른 맥주 에 비하 아 도수 가 조금 높 은 듯 하 아서.
91,도수 가 낮 고 부드럽 ㅁ.
91,쓴맛 이 없 고 부드럽 고 도수 가 낮 음.
91,목 넘기 ㅁ 이 부드럽 고 맛 은 독하 지 ㄴ 않 지만 도수 는 꽤 높 은 편 이 라 좋아하 ㅂ니다.
91,다른 맥주 에 비하 아 도수 가 높 아 빨리 취하 ㄹ 수 있 어서.
91,소맥 을 좋아하 다 보 니 도수 가 높 아서 좋아하 ㅂ니다.
91,맛 이 좋 다 탄산 과 알코올 도수 도 적당 하 ㅁ.
91,다른 맥주 에 비하 아 도수 도 약간 높 고 맛 이 진하 ㅁ.
91,높 지 않 은 도수 에 맛 이 좋 음.
91,병뚜껑 을 따 기 쉽 고 도수 가 높 지 않 아서.
91,목 넘기 ㅁ 이 좋 고 도수 도 딱 좋 아서.
91,도수 가 세 지 않 고 맛있 어서.
91,맛 이 좋 죠 KGB 는 도수 도 많이 안 높 시 고.
91,높 지 않 은 도수.
91,보통 맥주 보다 도수 가 높 아서.
91,도수 가 높 아서.
92,그냥 처음 부터 하이트 를 마시 어서요.
92,하이트 맥주 맛 이 좋 아서.
92,처음 마시 어 보 ㄴ 맥주 가 하이트 이 었 음 그 후 로 하이트 를 자주 마시 ㅁ.
92,처음 마시 기 시작 하 ㄹ 때 부터 하이트 를 많이 마시 어서 그냥 맥주 하 면 하이트 를 찾 게 되 는 것 같 습니다.
92,하이트 보다 맛있 다.
92,맛 이 하이트 보다 더 깊 다.
92,하이트 오래되 고 대중 적 이 ㅂ니다.
92,맥주 하 면 하이트 만 먹 어서.
92,하이트 는 맛없 어서.
92,하이트 가 맛있 고 부드럽 습니다.
92,하이트.
92,하이트.
92,하이트 가 제 입맛 에 가장 맛있 었 습니다.
92,하이트 가 깔끔 하 고 맛 이 있 고 하이트 를 잘 표현 하 ㄴ 것 같 아서 좋아하 ㄴ다.
92,집 에서 자주 먹 는 캔 맥주 가 하이트 이 기 때문 에 처음 접하 ㄴ 맥주 가 하이트 이 었 다 그래서 다른 맥주 를 마시 면 뭐 ㄴ가 다른 느낌 이 나 았 기 때문 에 하이트 를 찾 게 되 었 다 하이트 에 이미 적응 을 한 것 같 다.
92,항상 즐기 어 먹 는 맥주 가 하이트 이 었 고 집 에서 자주 먹 는 맥주 가 하이트 이 어서 가장 입맛 에 맞 습니다.
92,처음 으로 마시 어 보 ㄴ 맥주 가 하이트 이 라서 하이트 맛 을 제일 좋아하 아요 또 한국 에서 알아주 는 맥주 는 하이트 이 고 맛 도 깔끔 하 고 좋 아요 !.
92,"시원 하 ㅁ , 하이트 보다 는 부드럽 ㅁ."
92,하이트 맥주 를 좋아하 다 보 니 제 가 느끼 기 에 는 하이트 맥주 상표 가 괜찮 아 보 아서 선택 하 았 습니다.
92,하이트 가 제 가 선호 하 는 맛 이 라서요.
93,처음 마시 ㄴ 맥주 이 기 도 하 고 전반 적 으로 깔끔 하 ㄴ 느낌.
93,처음 마시 ㄹ 때 부터 마시 어 오 았 다.
93,처음 부터 쭉 마시 어 보 ㄴ 것 이 라.
93,처음 으로 접하 았 던 맥주 이 며 자주 마시 었 던 병 맥주 이 라서.
93,처음 부터 먹 었 기 때문 에.
93,처음 접하 았 던 맥주 이 기 때문 에 익숙 하 아서.
93,제일 처음 마시 ㄴ 술 이 하이트 이 었 고 많이 마시 ㄴ 맥주 이 다.
93,처음 마시 ㄴ 맥주 이 라서.
93,처음 맥주 를 접하 았 을 때 부터 마시 던 걸 라 익숙 하 아서.
93,"맛 처음 에 는 별로 이 었 는데 , 처음 으로 100 프로 보리 로 만들 었 다고 하 아 마시 다 보 니 익숙 하 아 지 어서."
93,처음 마시 ㄴ 맥주.
93,처음 맥주 를 마시 었 을 때 부터 카스 를 마시 었 고 아마도 입맛 에 익숙 하 아 지 어 있 는 거 같 다.
93,처음 부터 즐겨왔기떄문에.
93,처음 접하 아 보 ㄴ 맥주 이 어서.
93,외국 맥주 중 가장 처음 마시 어 보 ㄴ 것.
93,"처음 마시 었 던 맥주 이 고 , 뭐 ㄴ가 달달 하 ㄴ 느낌 이 좋 다."
93,맥주 를 처음 마시 ㄹ 때 부터 하이트 를 마시 어서 익숙 하 ㄴ 상표 이 기 때문.
93,처음 접하 았 던 맥주 광고 도 좋 다.
93,처음 부터 그것 만 먹 었 으니깐.
93,맥주 를 처음 마시 었 을 때 부터 마시 ㄴ 상표 이 라 친숙 하 ㅁ.
94,가장 친근 하 고 익숙 하 아서.
94,익숙 하 고 맛 이 시원 하 ㅁ.
94,자주 접하 아서 익숙 하 아.
94,익숙 하 ㄴ 맛 때문 에 즐기 어 먹 는다.
94,이름 이 익숙 하 아서.
94,제일 익숙 하 고 많이 마시 어 보 아서.
94,예전 부터 마시 는 맥주 로 익숙 하 아서.
94,시원 하 고 익숙 하 ㄴ 맛.
94,계속 하 아서 먹 어 오 던 맥주 이 라 상표 가 익숙 하 다.
94,"오래되 ㄴ , 익숙 하 ㄴ."
94,익숙 하 ㄴ 맥주 이 라서.
94,자주 마시 는 맥주 가 카스 이 기 때문 에 익숙 하 ㄴ 상표 이 라서 좋 아요.
94,가장 익숙 하 아서 좋아하 ㅂ니다.
94,제일 자주 먹 어서 익숙 하 아서.
94,기억 되 기 쉽 고 익숙 하 다.
94,제일 많이 마시 어 보 아서 익숙 하 ㄴ 맛.
94,익숙 하 고 부드럽 ㄴ 맛.
94,오랫동안 마시 어 오 아서 익숙 하 다.
94,항상 먹 는 맥주 이 라서 익숙 하 다.
94,가장 익숙 하 아서.
94,자주 먹 는 것 이 고 익숙 하 니까.
95,먹 기 부담 스럽 지 않 고 쉽 게 먹 을 수 있 다.
95,부담 없이 즐기 ㄹ 수 있 는 도수 이 라서 많이 다음날 걱정 없이 간단히 즐기 는 편 이 다.
95,도수 가 작 고 맛있 다 다른 맥주 보다 부담 없이 먹 을 수 있 음.
95,지금 까지 먹 었 던 맥주 중 에서 부담 없이 맛있 었 다.
95,서민 적 이 면서 도 부담 없이 마시 ㄹ 수 있 는 느낌 이 강하 아서.
95,맛 이 조금 깊 다 진하 고 뒷맛 이 좋 다 가격 부담 없이 먹 을 수 있 음.
95,다른 맥주 보다 달 고 색깔 이 예쁘 어서 부담 없이 마시 ㄹ 수 있 다.
95,부담 없이 어디 서 든 마시 ㄹ 수 있 고 가격 도 다른 맥주 에 비싸 지 않 고 부담 없이 즐기 ㄹ 수 있 어서 좋 다.
95,부담 없이 마시 게 만드는~~.
95,부담 없이 먹 을 수 있 어서.
95,맛 이 다양 하 기 때문 에 술 이 약하 아도 부담 없이 즐기 ㄹ 수 있 음.
95,맛 이 좀 깔끔 하 고 톡 쏘 는 맛 없이 다른 술 을 마시 ㄴ 뒤 에 먹 어도 부담 없이 마시 ㄹ 수 있 다는 점 이 좋 아요.
95,부드럽 고 술술 잘 넘어가 고 부담 없이 즐기 ㄹ 수 있 다.
95,레몬 맛 이 가미 되 어 무엇 보다 맛 이 좋 고 부담 없이 먹 어 좋 다.
95,부드럽 ㄴ 느낌 이 부담 스럽 지 않 게 먹 을 수 있 음.
95,그냥 부담 없이 즐기 ㄹ 수 있 어서.
95,가장 대중 적 이 고 부담 없이 즐기 ㄹ 수 있 어서.
95,도수 가 세 지 않 고 과일 향 에 간단히 부담 없이 마시 ㄹ 수 있 어서.
95,라이트 이 라 부담 없이 마시 ㄹ 수 있 어서.
95,KGB 맥주 가 맛 도 맛있 고 여성 들 의 입맛 에 맞 는 맥주 이 라 부담 없이 먹 을 수 있 다.
96,광고 가 너무 좋 고 가격 대비 맛 이 좋 아서.
96,대중 적 이 고 가격 대비 목 넘기 ㅁ ? 좋 기 때문 에.
96,가격 대비 맥주 맛 을 느끼 ㄹ 수 있 음.
96,마시 었 을 때 깊 은 맛 을 내 는 거 같 은 느낌 이 들 ㄴ다 가격 대비 맛 이 괜찮 음.
96,"국내 에서 판매 하 는 맥주 중 , 가격 대비 맛 이 가장 좋 음 풍부 하 ㄴ 맛 이 라고 나 하 ㄹ까 김빠지 ㄴ 맥주 같 지 않 고 맥주 다운 맥주 를 마시 는 거 같 아서."
96,구입 하 기 편하 고 가격 대비 품질 이 좋 다.
96,가격 대비 품질 이 좋 다는 느낌.
96,가격 대비 제일 무난 하 게 먹 을 수 있 어서.
96,가격 대비 최강.
96,흑 맥주 의 진하 ㄴ 맛 을 느끼 ㄹ 수 있 어서.
96,가격 대비 맛 이 깔끔 하 고 좋 다.
96,가격 대비 깔끔 하 다.
96,가격 대비 가장 맛있 는 맥주 같 아요.
96,가격 대비 맛있 음.
96,가격 대비 맛 이 우수 하 다.
96,가격 대비 맛 이 좋 음.
96,저렴 하 면서 가격 대비 최고 의 맥주 맛 을 보이 어 주 ㄴ다.
96,톡 쏘 는 맛 도 있 고 맥주 의 깊 은 맛 을 느끼 ㄹ 수 있 기 때문 이 다.
96,흑 맥주 를 좋아하 는데 가장 맛있 고 가격 대비 품질 이 아주 훌륭 하 ㅁ.
96,저렴 하 ㄴ 가격 에 톡 쏘 는 맥주 특유 의 맛 을 느끼 ㄹ 수 있 어 자주 찾 는다.
96,흑 맥주 의 깊 은 맛 이 느끼 ㄹ 수 있 어서 좋 음.
96,가격 대비 맛 이 좋 다.
96,가격 대비 제일 좋 음.
96,가격 대비 제일 맛있 음.
96,가격 대비 맛 이 좋 아서.
97,달 콜 하 ㅁ.
97,맛 이 달 아서.
97,다른 맥주 보다 달 아서 좋 다.
97,맛 이 달 고 목 넘기 ㅁ 이 좋 아서.
97,달 다.
97,맥주 맛보 다는 달 아서 좋아하 ㅂ니다.
97,맛 이 상쾌 하 고 컵 에 달 라 마시 는 것 도 좋 다.
97,깔끔 하 고 달 다.
97,달 다.
97,맛 이 달 고 부드럽 다.
97,맥주 중 에서 가장 달 고 맛있 어서 ! 끝 맛 도 깔끔 하 고 여러 가지 맛 이 있 어서 좋 아요.
97,맥주 가 달 아서 계속 마시 어도 거부감 이 느끼 어 지 지 않 는다.
97,달 고 맛있 다고 생각 하 ㄴ다.
97,적당히 톡 쏘 면서 달 다.
97,맥주 맛 이 깊 고 끝 맛 이 달 크 ㅁ 하 아서.
97,달 아서 좋 다.
97,달 아서.
97,달 아요.
98,맛 이 깔끔 하 고 뒤끝 이 시원 하 고 깔끔 하 ㅁ.
98,톡 쏘 는 맛 이 좋 고 개운 하 ㄴ 듯 느낌 을 주 ㄴ다.
98,카스 라이트 만 이 개운 하 ㅁ 이 있 어서.
98,뒤끝 맛 이 개운 하 었 다.
98,개운.
98,맥주 맛 이 깔끔 하 고 가격 이 저렴 하 ㄴ 편 이 다 개인 적 으로 느끼 기 에 뒤끝 도 없 다.
98,개운 하 ㄴ 맛.
98,단맛 이 적당 하 고 개운 하 ㄴ 끝 맛.
98,목 넘기 ㅁ 이 부드럽 고 뒤끝 이 깨끗 하 ㅁ.
98,뒤끝 이 깨끗 하 고 목 넘기 ㅁ 이 좋 음.
98,입맛 에 맞 고 뒤끝 없이 깔끔 하 ㅁ.
98,"가볍 게 먹 기 좋 다 , 뒤끝 없이."
98,맛 이 톡 쏘 는 맛 이 가장 좋 고 뒷맛 이 개운 하 ㅂ니다.
98,맥주 맛 이 최 ~ 이 고 ! 시원 하 고 개운 하 고 뭐 ㄴ가 깔끔 하 다.
98,"맛 이 깔끔 하 다 , 뒤끝 이 별로 없 다."
98,맛 이 시원 하 고 뒤끝 이 없 다.
98,맛 이 좋 다 거품 이 부드럽 다 뒤끝 이 깔끔 하 고 숙취 가 없 다.
98,뒷맛 이 개운 하 고 상쾌 하 아서.
98,맛 이 개운 하 고 좋 아서요.
98,시원 하 고 맛 이 개운 하 다.
98,맛 이 개운 하 고 깔끔 하 ㅁ.
98,구수 하 고 찌 ㄴ 한 맛 개운 하 ㄴ 맛 에 뒤끝 이 깨끗 하 ㄴ 느낌.
98,깔끔 하 고 뒤끝 이 좋 다.
98,맥주 맛 이 진하 고 개운 하 ㅁ 이 오래 남 아서 좋 다.
98,끝 맛 이 개운 하 다.
98,맛 의 뒤끝 이 깔끔 하 ㅁ.
98,깔끔 하 고 개운 하 ㄴ 맛 ? ?.
98,맛 이 무난 하 고 뒤끝 이 좋 아요.
98,뒤끝 이 깔끔 하 고 별 색깔 이 시원 하 아 보이 어 다른 맥주 와 차별.
98,깔끔 하 고 개운 하 ㄴ 맛.
98,가볍 ㄴ 느낌 의 시원 하 ㅁ 은 개운 하 ㄴ 맛 을 주 ㄴ다.
98,맥주 의 진하 ㄴ 맛 과 뒤끝 이 좋 아서.
98,저 칼로리 뒷맛 이 개운 하 고 깔끔 하 ㅁ.
98,"맛있 어서 뒤끝 이 너무 쌉쌀하지 않 고 , 부드럽 ㅁ."
98,뒤끝 맛 이 맛있 음.
98,"시원 하 ㄴ 맛 , 뒷맛 이 개운 하 고 , 맛 이 있 다 숙취 가 적 은 것 같 다."
99,레몬 넣 어 먹 음 맛있 다.
99,맛 이 특이 하 다.
99,레몬 을 넣 어 먹 는 게 맛있 고 가장 부드럽 다고 느끼 어 지 ㅁ.
99,레몬 을 넣 어서 먹 는 맛 이 색 다르 아서 좋 다.
99,일단 별 색깔 이 노란색 그리고 레몬 을 넣 어서 먹 는 특이 하 ㄴ 맥주 이 라 더 호감 이 감.
99,코로나 에 레몬 을 넣 어서 먹 으면 맛있 으니까.
99,레몬 을 넣 어 먹 는 특이 하 ㅁ.
99,맛 이 깔끔 하 ㄴ 것 같 고 레몬 이나 라임 넣 어서 먹 으면 맛있 다.
99,맥주 먹 을 때 넣 어 주 는 레몬 파란색 의 특이 하 ㄴ 병.
99,레몬 을 넣 어서 먹 는 상큼 하 ㅁ.
99,코로나 에 레몬 을 넣 어서 먹 으면 상큼 하 고 시원 하 ㄴ 맛 이 좋 다.
99,특이 하 ㅁ.
99,레몬 넣 어 마시 ㄹ 때 맛있 음.
99,맛 이 특이 하 다.
99,맛 이 특이 하 다.
99,맥주 가 특이 하 다.
99,레몬 을 넣 고 먹 으면 맛있 어서.
100,황금빛 이 좋 다 맥주 의 색깔 과 잘 어울리 는 것 같 다.
100,맛 이 진하 지 않 고 은은 하 ㅁ 레몬 과 잘 어울림.
100,상쾌 하 고 톡 쏘 는 맛 이 내 입맛 에 잘 어울리 어서 좋아하 ㅂ니다 ! @.
100,색상 이 잘 어울리 ㄴ다.
100,맛있 고 병 이랑 도 잘 어울리 어서.
100,맛 이 인상 깊 고 디자인 과 잘 어울리 ㄴ다.
100,맛있 어서 풍부 하 ㄴ 맛 이 좋 아서 맥주 상표 에 어울리 어서.
100,치킨 이랑 잘 어울리 어서.
100,"뭐 ㄴ가 시원 하 ㄴ 맛 이 있 고 , 다른 음식 들 과 잘 어울리 는 것 같 다."
100,젊 고 상큼 하 ㄴ 이미지 와 잘 어울리 어서.
100,맥주 맛 과 상표 가 잘 어울리 ㄴ다 사람 들 에게 익숙 하 ㄴ 기네스 이 라는 이름 도 그렇 시 고.
100,맥주 맛 과 잘 어울리 ㄴ다.
100,깔끔 하 고 맥주 의 시원 하 ㅁ 과 잘 어울리 ㄴ다.
100,깔끔 하 ㄴ 맛 과 어느 요리 에 나 잘 어울리 ㄴ다는 점.
100,깔끔 하 ㄴ 맛 이 잘 어울리 는 것 같 아서 선택 하 게 되 었 습니다.
100,"톡 쏘 는 맛 이 입맛 에 맞 다 맥주 는 시원 하 ㄴ 느낌 으로 마시 는데 , 카스 가 잘 어울리 는 듯 하 다."
100,이름 이 정열 적 이 고 맥주 하 고 잘 어울리 ㄴ다.
100,"KGB 레몬 을 좋아하 는데 , 맥주 같 지 않 은 듯 하 ㄴ 그 특유 의 맛 이 좋 아요 여러 안주 와 도 잘 어울리 고요."
100,맥주 가 목 넘기 ㅁ 이 좋 고 부드럽 다 맥주 의 거품 과 맥주 가 잘 어울리 ㄴ다.
101,부드럽 ㄴ 거품 과 특별 하 ㄴ 풍미 의 흑 맥주.
101,흑 맥주 를 좋아하 ㄴ다 맛 이 부드럽 고 거품 이 맛있 다.
101,흑 맥주 의 거품 이 가장 진하 다.
101,맛 이 흑 맥주 맛 이 강하 ㄴ 것 이 독특 하 고 부드럽 ㄴ 거품 때문 에 목 넘기 ㅁ 이 부드럽 어서.
101,흑 맥주 를 좋아하 ㄴ다 하지만 기네스 는 너무쎳?.
101,"부드럽 ㄴ 거품 , 깊 은 맛 의 흑 맥주."
101,흑 맥주 를 좋아하 는데요 스타우트 의 흑 맥주 가 부드럽 고 맛있 어서 좋아하 ㅂ니다.
101,흑 맥주 를 좋아하 는 네 거품 이 부드럽 고 기네스 만 의 향 이 있 음.
101,풍부 하 ㄴ 거품 과 진하 ㄴ 흑 맥주 의 쌉싸름한 맛.
101,흑 맥주 특유 의 맛 을 좋아하 ㄴ다.
101,흑 맥주 의 맛 을 즐기 ㄹ 수 있 어서 좋아하 ㅂ니다.
101,풍부 하 ㄴ 거품 에 진하 ㄴ 흑 맥주 의 맛.
101,개인 적 으로 흑 맥주 를 좋아하 는데 흑 맥주 중 기네스 가 내 입맛 에 가장 알맞 고 맛있 다.
101,맥주 가 아주 부드럽 고 거품 이 맛있 다.
101,흑 맥주 를 좋아하 고 기네스 는 거품 이 부드럽 다.
101,거품 이 너무 부드럽 어서 좋아하 ㄴ다.
