KEY,doc,raw_doc_tu
5967,다른맥주와 달리 똑쏘는 맛이獵&#65533;.,맥주 맛 이
5968,부드럽게 넘어가고 순해서 좋아합니다~,부드럽 넘어가 순 좋아하
5969,목넘김이 부드럽고 오랫동안 즐겨 마심.,목 넘기 부드럽 오랫동안 즐기 마시
5970,맛,맛
5971,깔끔하고 시원한 목넘김과 부드러움,깔끔 시원 목 넘기 부드럽
5972,맛잇다,맛
5973,일본 맥주를 좋아하기 때문이기도 하고 아사히 특유의 맥주 맛을 좋아합니다.,일본 맥주 좋아하 때문 아사히 특유 맥주 맛 좋아하
5974,입맛에도 맞고 경제적이다.,입맛 경제
5975,맛 때문,맛 때문
5976,내 입맛에 맞아서,내 입맛
5977,기존하이트보다 깊고 맛있다  쇠맛이덜난다고 해야할까,기존 하이트 맛있 쇠 맛
5978,깨끗하고 끝맛이 좋다,깨끗 끝 맛
5979,맛이좋다,맛
5980,상큼한 향,상큼 향
5981,맛과 목넘김이 나와 맞다,맛 목 넘기 나오
5982,맥주를 처음으로 맛 본것이어서 개인적으로 버드와이저 브랜드에 인지도가 뇌리에 강하게 남겨져 있음.  또한 붉은색 영문철자 타이핑이 고급스러움,맥주 처음 맛 것 개인 버드와이저 브랜드 인지도 뇌리 강하 남기 붉은색 영문 철자 타이핑 고급
5983,가장 맛이 깔끔하다,맛 깔끔
5984,탄산이 자극적이지 않고 목넘김이 부드럽다.,탄산 자극 목 넘기 부드럽
5985,맥스의 맛이 제일 내입맛에 맞음.,맥스 맛 제일 내 입맛
5986,부드러운목넘김,부드럽 목 넘기
5987,쏘는 맛이 좋아서.,맛
5988,"거품이 많아서 부드럽고, 마셔도 빨리 사라지지 않기 때문",거품 부드럽 마시 사라지 때문
5989,맥주 맛이 독특하다,맥주 맛 독특
5990,맛이 진하고 풍부해서,맛 진하 풍부
5991,맥주 맛~ 톡쏘는 맛,맥주 맛 맛
5992,대중적이고 많이 볼수있고 가격도 저렴,대중 수 가격 저렴
5993,맛이 좋다,맛
5994,부드럽고 맛이 좋다,부드럽 맛
5995,맛이 깔끔하고 좋아서,맛 깔끔
5996,산뜻해서,산뜻
5997,부드러운맛,부드럽 맛
5998,대표적으로,대표
5999,탄산 맛이 좋고 맛있다.  상쾌한 느낌이 든다.  오래놔둬도 탄산이 있음,탄산 맛 맛있 상쾌 느낌 탄산
6000,맛도좋고내입맛에맞아서,맛 내 입맛
6001,맛이 일반 맥주라 다르다. 백맥주,맛 일반 맥주 다르 백 맥주
6002,맛있어서,맛있
6003,흑맥주 특유의 맛을 좋아한다.,흑 맥주 특유 맛 좋아하
6004,맛이 좋고 병이 이쁘다,맛 병 이쁘
6005,맛이 깔끔하고 시원하다.,맛 깔끔 시원
6006,맛이 깔끔하다,맛 깔끔
6007,맛있어서 브랜드도 좋아보임,맛있 브랜드 보이
6008,필스너 맥주의 향을 매우 잘 살렸다고 생각하는 맥주입니다.,필스너 맥주 향 살리 생각 맥주
6009,"맛이좋다,부드럽다",맛 부드럽
6010,시원하고 톡쏘는 구수한맛,시원 구수 맛
6011,기네스 맥주를 좋아함.  부드러운 맥주를 좋아해서,기네스 맥주 좋아하 부드럽 맥주 좋아하
6012,자주 마셔서 그런지 손이 잘감,마시 그렇 손
6013,상표가 산뜻하고 이뻐요..초록색이 눈에 띄고..왠지 맥주가 신선할 것 같은 기분이 들어서 상표만 봐도 마시고 싶어요 ^^ 유명해서 그런가...,상표 산뜻 눈 맥주 신선 것 기분 상표 마시 유명 그렇
6014,맛이 깔끔해서 좋다.,맛 깔끔
6015,맛이 부드럽고 쓴맛이 적다. 다른 맥주에 비해 떫은맛도 적다. 깔끔하고 상큼한맛이다. 부드러운 맛이지만 너무 연해서 밍밍하지도 않다. 딱 중간정도의 맛이다. 젤 맛있다.,맛 부드럽 쓴맛 맥주 비하 맛 깔끔 상큼 맛 부드럽 맛 연 중간 정도 맛 젤 맛있
6016,맛이 깔끔하고 톡쏘는 맛이 좋아서,맛 깔끔 맛
6017,맛있어요,맛있
6018,다소 부드럽고 진한 느낌,부드럽 진하 느낌
6019,마지막 맛이 과일맛이라서,마지막 맛 과일 맛
6020,깔끔하고 시원해 보여서,깔끔 시원
6021,다른 맥주와 다르게 독특한 맛과 향이 좋고 상표이미지가 깔끔하다.  원래 맥주 거품을 좋아하지 않는데 호가든은 거품마저도 맛있다.,맥주 다르 독특 맛 향 상표 이미지 깔끔 원래 맥주 거품 좋아하 호가든 거품 맛있
6022,칼로리가 낮고 입맛에 잘 맛는다,칼로리 입맛 맛
6023,맛이 깔끔하고 청량감이 좋다. 오랫동안 먹어서 맛이 익숙하다.,맛 깔끔 청량감 오랫동안 맛 익숙
6024,맛있어요. 넘김이 부드러움,맛있 넘기 부드럽
6026,거품과 맛이 모두 부드럽다,거품 맛 부드럽
6027,뒷맛이 다른거에 비해 톡쏘지않아서,뒷맛 거 비하
6028,저렴하면서 맛이 깔끔하다.,저렴 맛 깔끔
6029,탄산이 많아 목넘김이 좋다,탄산 목 넘기
6030,"맛이 깔끔하고, 광고등을 통해 젋은 이미지를 전달받아서",맛 깔끔 광고 등 통하 이미지 전달
6031,맥주의 맛이 좋다. 다른 맥주에 비해서 호가든만의 달콤한 향이 있다.,맥주 맛 맥주 비하 호가든 달콤 향
6032,젊은 이미지를 가지고 있고 마셨을 때 목넘김이 마음에 들기 때문에,이미지 가지 마시 때 목 넘기 마음 때문
6033,특이한 효모맛때문에,특이 효모 맛 때문
6034,가볍고 부드러운 느낌때문에  자주 마신다  ,가볍 부드럽 느낌 때문 마시
6035,제일 많이 찾는 것  그냥 대중화,제일 것 대중화
6036,야구를 좋아하는데 두산이 생각나서,야구 좋아하 두산 생각나
6037,너무 쓰지 않고 여자들 입맛에 딱 맞는 것 같다.,여자 입맛 것
6038,처음부터 즐겨왔기떄문에,처음
6039,맛잇음,맛
6040,시원하고 맛있다 거픔이 오래감,시원 맛있 거 오래가
6041,맛잇다,맛
6042,그냥 내가 좋아서,내
6043,시원하고 깨끗한 느낌의 글씨체와 단순한 디자인,시원 깨끗 느낌 글씨체 단순 디자인
6044,호프집이나 술집 음식점을 가면 거의 맥주는 하이트 카스 맥스 이런 종류를 쉽게 찾을 수 있기 때문에 쉽게 접하게 되다 보니깐 즐겨 찾게 되는 것 같습니다.,호프 집 술집 음식점 맥주 하이트 카스 맥스 종류 수 때문 접하 즐기 것
6045,품위있어보여서,품위
6046,깔끔함??,깔끔
6047,시원한 맛이 좋아서,시원 맛
6048,맛이잇어서,맛
6049,먹어본 맥주 중에 제일 입맛에 맞아서,맥주 중 제일 입맛
6050,맛있어서,맛있
6051,마시면 입안이 시원하면서 마른 느낌이 좋음,마시 입안 시원 마르 느낌
6052,즐겨마시기 때문,즐기 마시 때문
6054,맛,맛
6055,부드러움,부드럽
6056,톡 쏘는 맛이 맛있어서,맛 맛있
6057,부드럽고 내 맥주 입맛에 잘 맞다.,부드럽 내 맥주 입맛
6058,오비라거 죽 좋아했구 맛있구 가격도 적당하다,오 비라 거 좋아하 맛있 가격 적당
6060,이름에서부터 뭔가 시원한 느낌이 납니다,이름 뭐 시원 느낌
6061,느낌이 귀여운느낌이다    그리고 광고도 꽤 기억에 많이 남는다,느낌 귀엽 느낌 광고 기억
6062,상표가 너무귀엽다  여성들이 좋아할만한 그림이다  기린을 접하게된 계기도 상표가 귀여워서이다,상표 귀엽 여성 좋아하 만 그림 기린 접하 계기 상표 귀엽
6063,상쾌한맛,상쾌 맛
6064,맥주가 맛있고   아사히 필체도 괜찮구요,맥주 맛있 아사히 필체 괜찮
6065,흑맥주가 아주아주아주 맛있음  향이뛰어남  최고,흑 맥주 맛있 향 뛰어나 최고
6066,부드러운 맛,부드럽 맛
6067,처음 접했던 병맥주라 계속 먹게된다.  원래 처음 접했던거 바꾸기가 쉽지 않으니까..,처음 접하 병 맥주 원래 처음 접하 거 바꾸
6068,부드럽고 시원함,부드럽 시원
6069,맛이 깔끔하다,맛 깔끔
6070,깔끔한 뒷맛,깔끔 뒷맛
6071,많이 애용하고 있음.,애용
6072,맥주 맛이 좋다. 국산 맥주중에서 맛이 가장 좋은 것 같다,맥주 맛 국산 맥주 중 맛 것
6073,맛잇음,맛
6074,맛이깔끔함,맛 깔끔
6075,주위에서 잘 구할 수 있고 많이 찾다보니 함께 마시다 보니 입맛에 익숙해졌다. 그리고 외국 브랜드에 비해 값도 싸고 맛도 뒤쳐지지 않는다.,주위 구하 수 마시 입맛 익숙 외국 브랜드 비하 값 맛 뒤쳐지
6076,자주 마셔봤다. 그냥 거부감이 없다,마시 거부감
6077,고소하고 향이 좋다,고소 향
6078,다른 맥주 보다 맛이 좋아서,맥주 맛
6079,맛이 다른 맥주와 다르게 입에 맞아서,맛 맥주 다르 입
6080,맛잇어서,맛
6081,톡쏘는 부드러운 맛,부드럽 맛
6082,시원한 느낌,시원 느낌
6083,아빠가 항상 드셔셔 익숙함,아빠 드 익숙
6084,아이디어가 독특해서,아이디어 독특
6085,처음 맥주를 접했을때 카스나 하이트 등을 마셨는데 뭐가 뭔지 구분도 못하겠고 맥주는 다 똑같은 맛이구나 생각했다. 근데 호가든을 마셔보고 맛있다는 생각을 했고 그 전에 먹어봤던 맥주와는 다르다고 생각했다. 그 후로 호가든을 좋아하게 되었다.,처음 맥주 접하 때 카스 하이트 등 마시 뭐 지 구분 맥주 똑같 맛 생각 호가든 마시 맛있 생각 전 맥주 다르 생각 후 호가든 좋아하
6086,어쩌다보니 자주마시게 되어서,마시
6087,부드러움,부드럽
6088,시원하다,시원
6089,다른 제품보다 탄산이 강하고 깔끔한 맛이납니다.  갈증이 날때 시원하게 해서 먹으면 갈증해소가 제일 잘되는 느낌입니다. 무엇보다 잡내음이 없이 깔끔한 맛이라 좋아합니다.,제품 탄산 강하 깔끔 맛 갈증 날 때 시원 갈증 해소 제일 느낌 무엇 잡 내음 깔끔 맛 좋아하
6090,맛이 깔끔하고 맛있음,맛 깔끔 맛있
6091,오래전부터 쭉 마셔왔다,오래전 마시
6092,맥주 끝 맛이 좋아서,맥주 끝 맛
6093,왠지 고급스러워 보임,고급 보이
6094,맛이 깔끔하며 가격도 괜찮다.,맛 깔끔 가격 괜찮
6095,편하고 흔하다,편하 흔하
6096,생맥주랑 맛이 가장 비슷하다.,맥주 맛 비슷
6097,"국내맥주 중에선 개인적으로 제일 목넘김이 좋고 맛도 괜찮음, 수입맥주는 가격이 너무 비싸니까 굳이 국내맥주를 먹는다면 이 제품을 항상 마심.",국내 맥주 중 개인 제일 목 넘기 맛 괜찮 수입 맥주 가격 비싸 국내 맥주 제품 마시
6098,끝맛의 청량감이 좋다,끝 맛 청량감
6099,진한맛,진한 맛
6100,향 맥주라서 맛있다,향 맥주 맛있
6101,호가든은 다른맥주와는 다르게 제조맥주 맛이 많이 나고  거품이 부드럽다.  ,호가든 맥주 다르 제조 맥주 맛 거품 부드럽
6102,대중성,대중
6103,청량감,청량감
6104,개인적으로 흑맥주를 좋아하는데 흑맥주중 기네스가 내 입맛에 가장 알맞고 맛있다.,개인 흑 맥주 좋아하 흑 맥주 중 기네스 내 입맛 알맞 맛있
6105,가볍게 즐길 수 있어서 좋다,가볍 즐기 수
6106,멕주의 맛 때문,맛 때문
6107,맛있음,맛있
6108,카스맥주를 좋아해서,카스 맥주 좋아하
6109,적당한 쓰기와 거품,적당 거품
6110,"대중적이고 저렴한 브랜드, 친숙한느낌, 하이트에 비해 청량감이 있음",대중 저렴 브랜드 친숙 느낌 하이트 비하 청량감
6111,마시고 나서 깔금하고 시원하다,마시 나서 금하 시원
6112,젊고 트랜디한 이미지를 준다.  젊은 세대가 부담없이 즐길 수 있는 맛과 맥주하면 하이네켄이다 라는 이미지가 심어져있다.,트랜디 이미지 세대 부담 즐기 수 맛 맥주 하이네켄 이미지
6113,상표가 제일 깔금하고 멋져보입니다,상표 제일 금하 멋지 보이
6114,톡 쏘는 맛이 좋아서,맛
6115,예전에 호가든을 생맥주로 마셔본 적이 있는데 목넘김도 부드럽고 뒷맛이 상큼해서 그 이후로 계속 호가든을 찾고 있습니다.,예전 호가든 맥주 마시 적 목 넘기 부드럽 뒷맛 상큼 이후 호가든
6116,부드러워서,부드럽
6117,맛과 향이 취향에 맞고 마시기 편해서,맛 향 취향 마시 편하
6118,상큼하다,상큼
6119,고급스러 보인다,보이
6120,내입에맞아서,내입
6121,끝맛이 개운하다,끝 맛 개운
6122,하이트오래되고 대중적입니다,하이트 오래되 대중
6123,맥주의 맛이 타 상품들 보다 입맛에 맞는다.,맥주 맛 상품 입맛
6124,병맥주이고 여자라서 가볍게 먹기에 편함  맛이 소프트하여 넘김이 좋음,병 맥주 여자라서 가볍 편하 맛 소프트 넘기
6125,보리맛,보리 맛
6126,구하기가 제일 쉽다. 편의점에 가도 있고 마트에서도 팔고 한마디로 구매할 수 있는 영역이 넓다고 할 수 있다.,구하 제일 편의점 마트 한마디 구매 수 영역 수
6127,거품이 순하다,거품 순하
6129,시원하고 깔끔 한 맛때문에,시원 깔끔 맛 때문
6130,맥주 맛이 부드러움,맥주 맛 부드럽
6131,목넘김이 좋아서,목 넘기
6132,칼로리가 적다,칼로리
6133,"풍부한 거품과 풍부한 맛, 청량감이 조화롭다.",풍부 거품 풍부 맛 청량감 조화
6134,맛이 독특해서,맛 독특
6135,맥주특유의 배부른 현상이없어서 좋아요  거품이 적은거같아요  깔끔한맛임,맥주 특유 배부르 현상 거품 거 깔끔 맛
6136,다른거에 비해서 쓴맛이 없고 부드럽다,거 비하 쓴맛 부드럽
6137,톡쏘는 맛이 좋다,맛
6138,황금색이고 맥주의 풍부한 맛이 느껴져서,황금색 맥주 풍부 맛 느끼
6139,주로 먹었기때문에  ,때문
6140,맛이 깔끔하다,맛 깔끔
6141,맛이 부드러워 목넘김이 좋음....  ,맛 부드럽 목 넘기
6142,카스 레몬은 그냥 먹으면 그냥 그런데   소주와 타서 소맥해서 먹을 때 맛있다.,카스 레몬 소주 소맥 때 맛있
6143,다른 한국 맥주들에 비해 맛이 부담이 없이 깔끔해서 맥주를 이용할 때에는 맥스만 먹습니다.,한국 맥주 비하 맛 부담 깔끔 맥주 이용 때 맥스
6144,주변 사람들이 좋아하기도 하고 제일 기본적인 느낌이라,주변 사람 좋아하 제일 기본 느낌
6145,고급스러워 보이는것같다,고급 보이 것
6146,맛이 진하고 목넘김이 좋아요.,맛 진하 목 넘기
6147,다른 맥주보다 맛있음.,맥주 맛있
6148,깔끔해 보이고,깔끔 보이
6149,가장 무난하다,무난
6150,깔끔한 뒷맛,깔끔 뒷맛
6151,입에 가장 잘 맞는다,입
6152,히딩크의 맥주. 맛이 깔끔하고 향이 풍부,히딩크 맥주 맛 깔끔 향 풍부
6153,"깔끔한 목넘김, 산뜻한 뒷맛",깔끔 목 넘기 산뜻 뒷맛
6154,깔끔함,깔끔
6155,맛있어서,맛있
6156,쏘는맛이좋아서,맛
6157,시원하고 익숙한맛,시원 익숙 맛
6158,"맛있어서, 브랜드 이름이 친근해서, 목넘김이 좋아서",맛있 브랜드 이름 친근 목 넘기
6159,맥주가 맛있어서,맥주 맛있
6160,깔끔하고 신사의 이미지가 있다.,깔끔 신사 이미지
6161,맛이 상쾌하게 내입에 맞음,맛 상쾌 내입
6162,부드러워서,부드럽
6163,아사히 슈퍼드라이가 처음으로 접한 맥주여서,아사히 슈퍼 드라이 처음 접하 맥주
6164,맥주의 맛 주위의 평판 브랜드에서 느끼는 인지도,맥주 맛 주위 평판 브랜드 느끼 인지
6165,맛이 좋아서,맛
6166,예전에 생맥주 아르바이트를 할때 대부분 손님들이 아사이 맥주를 찾으셨습니다. 왜냐하면 아사이 맥주 광고를 보면 엔젤링을 강조해서 그런지 손님들이 생맥주로 아사이를 마시면서 엔젤링을 확인하더라고요.  그래서 그때부터 저도 맥주는 아사이를 마시게 되면서 좋아졌습니다.,예전 맥주 아르바이트 때 대부분 손님 아사이 맥주 아사이 맥주 광고 엔젤 링 강조 그렇 손님 맥주 아사이 마시 엔젤 링 확인 그때 저 맥주 아사이 마시
6167,흑맥주를 좋아하고 맛이 깊다,흑 맥주 좋아하 맛
6168,네덜란드에서 직접 하이네켄을 마셨던 생생한 기억이 잊혀지지 않쨈&#65533;. 상쾌하고 깊은 맛.,네덜란드 하이네켄 마시 생생 기억 잊히 상쾌 맛
6169,예전부터 마셔왔던 맥주라 익숙하고 연한 맛이어서 좋다.,예전 마시 맥주 익숙 연하 맛
6170,맛이 입에 맞아서,맛 입
6171,즐겨찾는 맥주 임으로,즐기 맥주 임
6172,"일단 하이트 맥주가 입맛에 가장 맞고 김연아가 하이트 선전할때 노래가 귀에 달라붙고 자꾸 생각나고 좋다고 생각했기 때문에 하이트 맥주 상표를 가장 좋아한다. 광고 노래 제목은 아이스포인트, 따로 찾아서 들었을 정도다.",하이트 맥주 입맛 김연아 하이트 선전 때 노래 귀 달라붙 생각나 생각 때문 하이트 맥주 상표 좋아하 광고 노래 제목 아이스 포인트 정도
6173,깔끔한 맛,깔끔 맛
6174,마시던거라 부담이 없음,마시 거 부담
6175,깔끔한 목넘김과 쓴맛 거의없는 맛이 좋다.,깔끔 목 넘기 쓴맛 맛
6176,맛이 고소함이 많이 느껴지고 늘 즐겨먹던거라 바꾸지 않았다,맛 고소 느끼 즐기 거 바꾸
6177,맛이 깔끔하고 진하다,맛 깔끔 진하
6178,어디서나 구할수 있다,어디 구하 수
6179,맛이 구수함,맛 구수
6180,맥주맛이 좋아서 상표도 좋아짐,맥주 맛 상표
6181,깔끔하다,깔끔
6182,고소하다,고소
6183,공효진 하정우 광고를 보고 한번 먹어보고 싶다고 생각했는데 실제 먹어보니 맛이 좋았음,공효진 하정우 광고 번 생각 실제 맛
6184,"거품이 풍성하고 부드러운며 쓴맛이 적다,",거품 풍성 부드럽 쓴맛
6185,먹던거라서,거
6186,쌉싸름한 맛이 좋다.,맛
6187,똑쏘는맛이 좋아서,맛
6188,맛이 하이트보다 더 깊다,맛 하이트
6190,오랫동안 먹어와서 친숙함 때문에  접금성이 좋아서 밖에서 마실때 맥주 주문때 하이트를 많이줘서,오랫동안 친숙 때문 접 금성 밖 마실 때 맥주 주문 때 하이트
6191,맥주맛이 부드럽고 순하다,맥주 맛 부드럽 순하
6192,모던하다,모던
6193,가장 즐겨먹고 맛잇어서,즐기 맛
6194,맛이 풍부해서,맛 풍부
6195,젤 맛있다,젤 맛있
6196,톡쏘는 맛이 좋아요,맛
6197,맛과 향이 좋다,맛 향
6198,"크림거품의 부드러움이 좋으며,  진한 맛히 좋음",크림 거품 부드럽 진하
6199,맛이 좋음,맛
6200,목넘김이 순해서 좋습니다.,목 넘기 순
6201,맛이 시원하게 깔끔해서,맛 시원 깔끔
6202,깨끗한 맛,깨끗 맛
6203,톡쏘는 맛이 있고 시원하다,맛 시원
6204,맛이ㅆ다,맛있
6205,무엇보다 맛이가장좋고 브랜드이미지가 젊고 감각있음,무엇 맛 브랜드 이미지 감각
6206,호가든특유의 보리맛인가. 그게 너무마음에듬,호가든 특유 보리 맛 그 마음 에
6207,맛이 고소하고 진하면서 목넘김떄문에,맛 고소 진하
6208,순하고 국산이라,순하 국산
6209,일단 맛이 부드럽고 먹기에 좋다    ,맛 부드럽
6210,부드러운 거품,부드럽 거품
6211,다른맥주에 비해서 부드러운 느낌때문에  오래전부터 맥주를 구입하거나  술집에서 주문할때 하이트를 마셔왔습니다.,맥주 비하 부드럽 느낌 때문 오래전 맥주 구입 술집 주문 때 하이트 마시
6212,맛있는거 같다,맛있 거
6213,향이좋다,향
6214,맛이 담백하다,맛 담백
6215,부드럽고 깔끔한 맛을 선호하는 편이다. 산미구엘을 차가운 글라스에 얼음을 채우고 따라마시면 깔끔하면서 시원한 맛이 일품이다. 전혀 물에 탄듯 싱거워지는 맛이 없다.,부드럽 깔끔 맛 선호 편 산미구엘 차갑 글라스 얼음 채우 따르 마시 깔끔 시원 맛 일품 물 맛
6216,맛이 깔끔하고 맛있음,맛 깔끔 맛있
6217,깔끔하고 기역하기쉬움.,깔끔 기역
6219,우리나라 맥주중 맛이 젤로 좋아서,우리나라 맥주 중 맛 젤로
6220,시원한 맛,시원 맛
6221,언제부턴지 모르겟고 즐기는맥주,언제 즐기 맥주
6222,부드러운맛,부드럽 맛
6223,"맛있고, 끝맛이 써서 좋다",맛있 끝 맛
6224,맛이 입맛에 맞다,맛 입맛
6225,자주 접하기 때문에,접하 때문
6226,맛이 좋아서,맛
6228,내 입맛에 맞아서,내 입맛
6229,다른 맥주에 비해 부드럽고 깔끔한 맛때문.  ,맥주 비하 부드럽 깔끔 맛 때문
6230,광고가 기억에 남으며 맥주맛이 좋은것 같습니다.,광고 기억 맥주 맛 것
6231,시원함,시원
6232,맛이 강하지 않아서 가볍게 마시기에 좋다,맛 강하 가볍 마시
6233,옛날부터 계속 먹어서,옛날
6234,프리미엄 맥주 브랜드 느낌이 나서,프리미엄 맥주 브랜드 느낌 나서
6235,상쾌한 맛때문에,상쾌 맛 때문
6236,항상 마시는 상표라서,마시 상표
6237,레몬의 맛과 맥주의 맛이 잘 어우러져있어서,레몬 맛 맥주 맛 어우러지
6238,시원하게 생겼다,시원 생기
6239,보리맛이 진해서,보리 맛 진하
6240,부드러운 맛 때문애?,부드럽 맛 때문 애
6241,맛이 시원하고 목넘김이 좋다,맛 시원 목 넘기
6242,맛이 좋아서.,맛
6243,맛과 향이 좋다,맛 향
6244,맛있어서,맛있
6245,우리나라의 전통적인 맥주로 많이접해봤고 맛있다,우리나라 전통 맥주 접하 맛있
6246,진한 맥주맛,진하 맥주 맛
6247,상표말고 맛이 좋아서  좋아하는데요 ㅎㅎ,상표 말 맛 좋아하
6249,국내 맥주보다 맥아 비율이 훨씬 높기 때문에.  국내 맥주는 맛이 없어서.,국내 맥주 맥아 비율 때문 국내 맥주 맛
6250,특유의 향,특유 향
6251,행사때 전용잔을 받았는데 그때부터 호감,행사 때 전용 잔 그때 호감
6252,특별한 이유 없다,특별 이유
6253,자주 구입하기 때문에 거의 먹는 맥주라,구입 때문 맥주
6254,부드러움,부드럽
6255,맛이 연함,맛 연
6256,연하고 미국이라는 나라를 좋아해서,연하 미국 나라 좋아하
6257,쌉싸래한 맛,맛
6258,맛있다,맛있
6259,맛이 좋아서,맛
6260,가장 흔해서  ,흔하
6261,입에 착 붙는다,입
6262,부드럽다,부드럽
6263,부드럽고 깔끔한 맛,부드럽 깔끔 맛
6264,부드럽고 향이 좋다,부드럽 향
6265,이유없음,이유
6266,맛,맛
6267,대중적이고 무난하다,대중 무난
6268,맥주맛이좋아서,맥주 맛
6269,톡쏘는맛이 좋고 목넘김이 부드럽다 시원하다,맛 목 넘기 부드럽 시원
6270,구수해서,구수
6271,첫맛이 부드럽고 거품이 좋다. 다른맥주보다 첫맛이 좋음,맛 부드럽 거품 맥주 맛
6272,맛과 향,맛 향
6273,카스가 대체적으로 가격도 적당하고 쏘는 맛도 좋다.,카스 대체 가격 적당 맛
6274,탄산이 많이 들어가 있어서 가볍게 마실 수 있다.,탄산 들어가 가볍 마시 수
6276,호가든 만의 독특한 맛과 향이 좋아서,호가든 만 독특 맛 향
6277,예전부터 계속 접해왔고 식당이나 어느가게든 흔하게 있지요,예전 접하 식당 가게 흔하
6278,맛이 부드럽고 향이 좋아서.,맛 부드럽 향
6280,마실때 맥주맛이 좋아서,마실 때 맥주 맛
6281,맛있음.,맛있
6282,산뜻한 맛,산뜻 맛
6283,"다른 맥주에 비해서 부드럽다  카스 같은 맥주는 너무 톡 쏘고 술 맛이 많이 나는 반면, 호가든은 부드럽게 넘어가고 호가든 특유의 향이 있어 더욱 맛이 좋은것 같다  국내 브랜드에 비해서 톡 쏘는 맛이 많이 없어서 목에도 부담이 안가고 목이 마르거나 꿀꺽꿀꺽 마셔도 목이 따갑지 않다",맥주 비하 부드럽 카스 맥주 술 맛 나 반면 호가든 부드럽 넘어가 호가든 특유 향 맛 것 국내 브랜드 비하 맛 목 부담 목 마르 마시 목 따갑
6284,특유의 맛과 향을 좋아한다. 진한 맛이 좋다.,특유 맛 향 좋아하 진하 맛
6285,제품 디자인도 예쁘고 부담이 없다. 또한 주변 사람들도 하이네켄을 좋아하는 사람이 많아서 좋아한다. 같이 마시기에 좋다는 뜻이다.,제품 디자인 예쁘 부담 주변 사람 하이네켄 좋아하 사람 좋아하 마시 뜻
6286,향과 맛이 독특해서,향 맛 독특
6287,시원한 느낌,시원 느낌
6288,깔끔한 맛과 향,깔끔 맛 향
6289,맛이 좋아서,맛
6290,맛이 깔끔하고 향이 강하지 않아서,맛 깔끔 향 강하
6291,제입맛에 딱 맞는것 같습니다.,입맛 것
6292,맥주는 좋아하는데 다이어트때문에 늘 고민하면서 먹는다 그나마 칼로리가 낮아서 변명하면서 마신다. 이건 칼로리가 낮다하면서,맥주 좋아하 다이어트 때문 고민 칼로리 변명 마시 이것 칼로리
6293,목넘김이 좋다.,목 넘기
6294,"강렬하며, 외형적인 요소가 느낌이 좋음",강렬 외형 요소 느낌
6295,마셨을때 맛이 구수하고 다른맥주와 차별성이 있다,마시 때 맛 구수 맥주 차별
6296,맛이부드럽다,맛 부드럽
6297,끝맛이 상쾌함,끝 맛 상쾌
6298,깔끔하고 신뢰감이 간다,깔끔 신뢰감
6299,구하기 쉽고 싸서,구하
6300,편안해서,편안
6301,부드럽다,부드럽
6302,톡쏘는 맛이 좋다,맛
6303,광고의 이미지 브랜드 가치에 끌림,광고 이미지 브랜드 가치 끌리
6304,국산 맥주중에 가장 깊은 맛이 난다,국산 맥주 중 맛
6305,맛있어서,맛있
6306,제일 친숙하고 친근하다,제일 친숙 친근
6307,그냥 칼로리가 낮다고 그래서,칼로리
6308,입맛에 맞고 친숙하다,입맛 친숙
6309,맛이 산뜻하고 깔끔하다,맛 산뜻 깔끔
6310,맛이 부드럽다,맛 부드럽
6311,평소에 즐겨 마시고 맥주 이미지가 좋다.,평소 즐기 마시 맥주 이미지
6312,맛이 깔끔하니 좋음,맛 깔끔
6313,시원함이 좋습니다. 우선 마셔보면 깨끗함도 느껴지고 신선함이 돋보입니다.,시원 마시 깨끗 느끼 신선 돋보이
6314,목넘김이 부드러워서,목 넘기 부드럽
6315,맛있고 어디든 잇어서 자주 먹음,맛있 어디
6316,시원하다,시원
6317,부드러움,부드럽
6318,맛이 부드럽고 칼로리 부담이 적다,맛 부드럽 칼로리 부담
6319,맛이 좋다 (호가든 특유의 맛),맛 호가든 특유 맛
6320,오랜지향에서 쇠비릿내 섞인듯한 맛이 좋고  다른 맥주보다 깔끔한 느낌이라서,지향 쇠 비릿 내 섞이 맛 맥주 깔끔 느낌
6321,목넘김이 부드럽고 순하다,목 넘기 부드럽 순하
6322,부드러움,부드럽
6323,최근 신세대를 겨냥해 나온것 같음,최근 신세대 겨냥 나오 것
6324,맥주를 많이 마시는 편인데 칼로리걱정때문에 칼로리가 낮은 카스 라이트를 주로선택하게된다.,맥주 마시 편 칼로리 걱정 때문 칼로리 카스 라이트 선택
6325,깔끔하고 목넘김이 좋고 입맛에 맞는거 잘맞는거 같다,깔끔 목 넘기 입맛 거 거
6326,가격도 저렴하고 입맛에 잘 맞다...  시중에 어딜가나 작은슈퍼에도 다 판매중이라 더욱 구입하기 쉽다,가격 저렴 입맛 시중 어디 슈퍼 판매 중 구입
6327,프리미엄 몰츠 맥주맛이 너무 좋아서 좋아한다.  일본여행시 맛보았던 프리미엄 몰츠 생맥주의 맛에 대한 향수 때문이기도 하다.,프리미엄 맥주 맛 좋아하 일본 여행 맛보 프리미엄 맥주 맛 대하 향수 때문
6328,"평소 즐겨먹던 맥주라, 상표가 눈에 익어서 다른것보다 먼저보게됨",평소 즐기 맥주 상표 눈 것
6329,뒤맛이 깔끔하고 보리의 향이 연해서 조타,뒤 맛 깔끔 보리 향 연 조타
